condition,DRUG_NAME,spearman_r,p_value,n_cells,kg_active
ChEMBL_off,Lestaurtinib,0.5102492485107851,8.675888635011355e-14,187,True
ChEMBL_off,Veliparib,0.07005812403348798,0.338098998415967,189,True
ChEMBL_off,Linsitinib,0.33836126326739596,2.0415073522771664e-06,188,True
ChEMBL_off,Ibrutinib,0.29457990190371586,0.00010616598755866101,168,True
ChEMBL_off,Uprosertib,0.2615510100892011,2.43728467059057e-06,316,True
ChEMBL_off,Selumetinib,0.45834577120910175,3.94569554742018e-18,322,True
ChEMBL_off,BEN,0.37298969099092405,1.0598504268351142e-05,132,True
ChEMBL_off,Foretinib,0.32669740639380107,5.338499277932606e-06,186,True
ChEMBL_off,Nelarabine,0.09222396727418823,0.29291969277505314,132,True
ChEMBL_off,AZD8186,0.19978367188993373,0.006258233179945043,186,True
ChEMBL_off,Doramapimod,0.004266697007623166,0.9537842760537814,187,True
ChEMBL_off,Methotrexate,0.31223838947578236,2.8879718787990722e-05,173,True
ChEMBL_off,Trametinib,0.6423629996978261,2.2267944363718464e-23,189,True
ChEMBL_off,Sapitinib,0.2161080291299547,0.002820441846006347,189,True
ChEMBL_off,Nilotinib,0.11632235320874872,0.11484410799165631,185,True
ChEMBL_off,Sorafenib,0.3599876916764962,4.4948563627475285e-07,186,True
ChEMBL_off,AZD6482,-0.04429254955570745,0.7458332123401967,56,True
ChEMBL_off,Tanespimycin,0.23765097035630883,0.0009919856820245715,189,True
ChEMBL_off,5-Fluorouracil,0.2139213653680449,0.003040345646559072,190,True
ChEMBL_off,Vorinostat,0.5996645366825836,1.2098086155878076e-19,187,True
ChEMBL_off,Dasatinib,0.5450843135448893,6.094799919440236e-16,188,True
ChEMBL_off,Entinostat,0.42184942520459845,9.114884247254619e-09,171,True
ChEMBL_off,SN-38,0.38601101304480523,4.4762149775494654e-08,188,True
ChEMBL_off,Palbociclib,0.30738552637509725,1.6035189580760942e-05,190,True
ChEMBL_off,Dinaciclib,0.4607678262834253,2.5711609803796686e-10,170,True
ChEMBL_off,Alisertib,0.41416462792086456,5.087096174438712e-09,184,True
ChEMBL_off,Navitoclax,0.4791166397669567,2.6934753666787433e-12,190,True
ChEMBL_off,Bleomycin (50 uM),0.4438303273919713,1.7964992127036903e-08,147,True
ChEMBL_off,Gefitinib,0.05372676454270382,0.46641647291378163,186,True
ChEMBL_off,Tretinoin,0.16405919661733614,0.28726175511597285,44,True
ChEMBL_off,AZD1208,-0.004137686339373763,0.9624443284680614,132,True
ChEMBL_off,Obatoclax Mesylate,0.40516940150712616,2.463087080236856e-07,151,True
ChEMBL_off,Ribociclib,0.01334099081283061,0.8558098788093439,188,True
ChEMBL_off,Bosutinib,0.13551787269592422,0.06298608434852403,189,True
