DRUG_ID,DRUG_NAME,drug_key,canonical_smiles,smiles,inchikey,pubchem_cid,has_ChEMBL,has_DRKG,has_PrimeKG
1119,mericitabine,BRD-K69726595-001-01-2,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,MLESJYFEMSJZLZ-MAAOGQSESA-N,,1,0,0
1120,volasertib,BRD-K69776681-001-03-8,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,CC[C@H]1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)ncc2N(C)C1=O,SXNJFOWDRLKDSF-STROYTFGSA-N,,1,0,0
1121,AZD8055,BRD-K69932463-001-10-6,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,KVLFRAWTRWDEDF-IRXDYDNUSA-N,,1,0,0
1122,SMI-4a,BRD-K70159787-001-01-1,O=C1NC(=O)/C(=C\c2cccc(C(F)(F)F)c2)S1,FC(F)(F)c1cccc(c1)\C=C1\SC(=O)NC1=O,NGJLOFCOEOHFKQ-VMPITWQZSA-N,,0,0,0
1123,vatalanib,BRD-K70163715-300-05-7,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,,1,0,1
1124,INH1,BRD-K70177501-003-01-4,Cc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(C)c1,Cc1ccc(c(C)c1)-c1csc(NC(=O)c2ccccc2)n1,JPMOKRWIYQGMJL-UHFFFAOYSA-N,,0,0,0
1125,riboflavin,BRD-K70246307-001-04-1,Cc1cc2c(cc1CCc1cc3c(cc1CCc1cc4c(cc1C)nc1c(=O)[nH]c(=O)nc-1n4C[C@@H](O)[C@@H](O)[C@@H](O)CO)nc1c(=O)[nH]c(=O)nc-1n3C[C@H](O)[C@H](O)[C@H](O)CO)nc1c(=O)[nH]c(=O)nc-1n2C[C@H](O)[C@H](O)[C@H](O)CO,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1CCc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1CCc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,RQOPHHKMAIXIBD-QBMRXGONSA-N,,0,0,1
1126,ibrutinib,BRD-K70301465-001-02-6,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,XYFPWWZEPKGCCK-GOSISDBHSA-N,,1,0,1
1128,aripiprazole,BRD-K70358946-001-15-7,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,,1,0,1
1129,erlotinib,BRD-K70401845-001-15-7,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,AAKJLRGGTJKAMG-UHFFFAOYSA-N,,1,0,1
1131,nexturastat-a,BRD-K70402238-001-02-8,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1,JZWXMCPARMXZQV-UHFFFAOYSA-N,,0,0,0
1132,BAY-87-2243,BRD-K70463136-001-01-5,Cc1cc(-c2nc(-c3ccc(OC(F)(F)F)cc3)no2)nn1Cc1ccnc(N2CCN(C3CC3)CC2)c1,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,CDJNNOJINJAXPV-UHFFFAOYSA-N,,0,0,0
1133,ranitidine,BRD-K70505054-003-12-4,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CN\C(NCCSCc1ccc(CN(C)C)o1)=C/[N+]([O-])=O,VMXUWOKSQNHOCA-UKTHLTGXSA-N,,1,0,1
1134,HMN-214,BRD-K70511574-001-06-9,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1,OCKHRKSTDPOHEN-BQYQJAHWSA-N,,1,0,0
1135,4-methylhistamine,BRD-K70821460-300-02-4,Cc1nc[nH]c1CCN,Cc1nc[nH]c1CCN,UGYXPZQILZRKJJ-UHFFFAOYSA-N,,0,0,0
1136,BIBX-1382,BRD-K70914287-300-02-8,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,FTFRZXFNZVCRSK-UHFFFAOYSA-N,,1,0,0
1137,masitinib,BRD-K71035033-001-07-1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,,1,0,0
1138,dorzolamide,BRD-K71075609-003-01-0,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,IAVUPMFITXYVAF-POYBYMJQSA-N,,1,0,1
1139,fludarabine-phosphate,BRD-K71106091-001-06-1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,GIUYCYHIANZCFB-FJFJXFQQSA-N,,1,0,0
1140,KD-023,BRD-K71164191-001-01-0,CCCCCCCCCCCCCCOc1ccc(C(=O)O)o1,CCCCCCCCCCCCCCOc1ccc(o1)C(O)=O,CZRCFAOMWRAFIC-UHFFFAOYSA-N,,0,0,0
1141,birinapant,BRD-K71221037-001-01-6,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC,PKWRMUKBEYJEIX-DXXQBUJASA-N,,1,0,0
1142,SNX-2112,BRD-K71281111-001-04-3,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1,ZFVRYNYOPQZKDG-MQMHXKEQSA-N,,0,0,0
1143,KPT-185,BRD-K71467466-001-02-3,COc1cc(-c2ncn(/C=C\C(=O)OC(C)C)n2)cc(C(F)(F)F)c1,COc1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)OC(C)C)n1,NLNGWFLRRRYNIL-PLNGDYQASA-N,,0,0,0
1144,GDC-0068,BRD-K71480163-001-01-4,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3O)CC1)c1ccc(Cl)cc1,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2[C@@H](O)C[C@@H](C)c12)c1ccc(Cl)cc1,GRZXWCHAXNAUHY-AHRSYUTCSA-N,,0,0,0
1145,SNS-314,BRD-K71512533-066-02-8,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,FAYAUAZLLLJJGH-UHFFFAOYSA-N,,1,0,1
1146,D-Serine,BRD-K71822263-001-03-2,N[C@H](CO)C(=O)O,N[C@H](CO)C(O)=O,MTCFGRXMJLQNBG-UWTATZPHSA-N,,0,0,1
1147,epothilone-a,BRD-K71823332-001-03-7,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@@H]2CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,HESCAJZNRMSMJG-KKQRBIROSA-N,,0,0,0
1148,cytarabine,BRD-K71847383-001-12-5,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-XVFCMESISA-N,,1,0,1
1149,vidarabine,BRD-K72093121-001-16-3,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,OIRDTQYFTABQOQ-UHTZMRCNSA-N,,1,0,1
1150,cefditoren-pivoxil,BRD-K72167406-001-02-1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/c3scnc3C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1,AFZFFLVORLEPPO-UVYJNCLZSA-N,,1,0,0
1151,TAME,BRD-K72231366-001-02-3,COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,COC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)c1ccc(C)cc1,FKMJXALNHKIDOD-LBPRGKRZSA-N,,0,0,0
1152,gilteritinib,BRD-K72280606-001-01-2,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(CC3)N3CCN(C)CC3)c(OC)c2)nc1NC1CCOCC1,GYQYAJJFPNQOOW-UHFFFAOYSA-N,,1,0,1
1153,baicalein,BRD-K72327355-001-14-7,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,FXNFHKRTJBSTCS-UHFFFAOYSA-N,,0,0,0
1154,AZD5438,BRD-K72414522-001-06-7,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,CC(C)n1c(C)ncc1-c1ccnc(Nc2ccc(cc2)S(C)(=O)=O)n1,WJRRGYBTGDJBFX-UHFFFAOYSA-N,,1,0,0
1155,WZ-4002,BRD-K72420232-001-12-3,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,ITTRLTNMFYIYPA-UHFFFAOYSA-N,,0,0,0
1156,etoposide-phosphate,BRD-K72533376-001-01-2,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,COc1cc(cc(OC)c1OP(O)(O)=O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,LIQODXNTTZAGID-OCBXBXKTSA-N,,0,0,0
1157,ZM-447439,BRD-K72703948-001-10-1,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,OGNYUTNQZVRGMN-UHFFFAOYSA-N,,0,0,0
1158,benzethonium,BRD-K72723676-003-17-8,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,SIYLLGKDQZGJHK-UHFFFAOYSA-N,,0,0,0
1159,arcyriaflavin-a,BRD-K72726508-001-02-1,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,KAJXOWFGKYKMMZ-UHFFFAOYSA-N,,0,0,0
1160,xanomeline,BRD-K72815923-034-01-2,CCCCCCOc1nsnc1C1=CCCN(C)C1,CCCCCCOc1nsnc1C1=CCCN(C)C1,JOLJIIDDOBNFHW-UHFFFAOYSA-N,,1,0,0
1161,CEP-37440,BRD-K72827473-001-01-0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl,BCSHRERPHLTPEE-NRFANRHFSA-N,,1,0,0
1162,valrubicin,BRD-K72951360-001-01-4,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,,1,0,1
1163,ZLN005,BRD-K73073971-001-01-7,CC(C)(C)c1ccc(-c2nc3ccccc3[nH]2)cc1,CC(C)(C)c1ccc(cc1)-c1nc2ccccc2[nH]1,LQUNNCQSFFKSSK-UHFFFAOYSA-N,,0,0,0
1164,SNX-5422,BRD-K73197500-001-02-2,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@@H](CC3)OC(=O)CN)c2)C(F)(F)F)C(=O)C1,AVDSOVJPJZVBTC-CTYIDZIISA-N,,1,0,1
1165,tacalcitol,BRD-K73237276-001-01-0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,BJYLYJCXYAMOFT-RSFVBTMBSA-N,,0,0,0
1166,WZ-3146,BRD-K73293050-001-03-1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,APHGZZPEOCCYNO-UHFFFAOYSA-N,,0,0,0
1167,4-methylgenistein,BRD-K73303757-001-21-6,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,COc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,WUADCCWRTIWANL-UHFFFAOYSA-N,,0,0,0
1168,OSI-420,BRD-K73309154-003-02-8,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCO,KOQIAZNBAWFSQM-UHFFFAOYSA-N,,0,0,0
1169,PF-04217903,BRD-K73319509-001-08-0,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,PDMUGYOXRHVNMO-UHFFFAOYSA-N,,1,0,0
1170,dimethisoquin,BRD-K73391359-003-10-2,CCCCc1cc2ccccc2c(OCCN(C)C)n1,CCCCc1cc2ccccc2c(OCCN(C)C)n1,XNMYNYSCEJBRPZ-UHFFFAOYSA-N,,0,0,0
1171,bekanamycin,BRD-K73425385-065-04-8,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,SKKLOUVUUNMCJE-FQSMHNGLSA-N,,1,0,0
1172,nizatidine,BRD-K73589491-001-11-2,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CN\C(NCCSCc1csc(CN(C)C)n1)=C/[N+]([O-])=O,SGXXNSQHWDMGGP-IZZDOVSWSA-N,,1,0,1
1173,hexaminolevulinate,BRD-K73753850-003-01-6,CCCCCCOC(=O)CCC(=O)CN,CCCCCCOC(=O)CCC(=O)CN,RYQOILLJDKPETL-UHFFFAOYSA-N,,0,0,0
1174,cinacalcet,BRD-K73838513-003-05-5,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-N,,1,0,1
1175,BI-78D3,BRD-K73982490-001-02-9,O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1,Oc1nnc(Sc2ncc(s2)[N+]([O-])=O)n1-c1ccc2OCCOc2c1,QFRLDZGQEZCCJZ-UHFFFAOYSA-N,,0,0,0
1176,indibulin,BRD-K74057757-001-01-9,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,Clc1ccc(Cn2cc(C(=O)C(=O)Nc3ccncc3)c3ccccc23)cc1,SOLIIYNRSAWTSQ-UHFFFAOYSA-N,,1,0,0
1177,naftifine,BRD-K74141488-003-11-2,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12,OZGNYLLQHRPOBR-DHZHZOJOSA-N,,1,0,1
1178,phenylmercuric-acetate,BRD-K74193284-001-04-8,CC(=O)O[Hg]c1ccccc1,CC(=O)O[Hg]c1ccccc1,XEBWQGVWTUSTLN-UHFFFAOYSA-M,,0,0,0
1179,se-methylselenocysteine,BRD-K74227499-001-01-1,C[Se]C[C@H](N)C(=O)O,C[Se]C[C@H](N)C(O)=O,XDSSPSLGNGIIHP-VKHMYHEASA-N,,0,0,0
1180,IKK-2-inhibitor-V,BRD-K74305673-001-06-2,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,CHILCFMQWMQVAL-UHFFFAOYSA-N,,1,0,0
1181,azithromycin,BRD-K74501079-001-18-1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,,1,0,1
1182,pazopanib,BRD-K74514084-001-03-9,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1,CUIHSIWYWATEQL-UHFFFAOYSA-N,,1,0,1
1184,idronoxil,BRD-K74671368-001-01-8,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,Oc1ccc(cc1)C1=Cc2ccc(O)cc2OC1,ZZUBHVMHNVYXRR-UHFFFAOYSA-N,,0,0,1
1185,bosentan,BRD-K74763371-002-04-0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,GJPICJJJRGTNOD-UHFFFAOYSA-N,,1,0,1
1186,SCH-900776,BRD-K75009076-001-02-1,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,Cn1cc(cn1)-c1cnn2c(N)c(Br)c(nc12)[C@@H]1CCCNC1,GMIZZEXBPRLVIV-SECBINFHSA-N,,1,0,0
1187,carbachol,BRD-K75037734-003-13-9,C[N+](C)(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,VPJXQGSRWJZDOB-UHFFFAOYSA-O,,1,0,0
1188,alisertib,BRD-K75295174-001-05-0,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O,ZLHFILGSQDJULK-UHFFFAOYSA-N,,1,0,1
1189,KPT-276,BRD-K75352575-001-01-3,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(n1)\C=C/C(=O)N1CC(F)(F)C1,JCHAWRDHMUSLMM-UPHRSURJSA-N,,0,0,0
1190,benzocaine,BRD-K75466013-001-14-4,CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,,1,0,1
1191,GS-39783,BRD-K75478907-001-02-3,CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,GSGVDKOCBKBMGG-UHFFFAOYSA-N,,0,0,0
1192,tioguanine,BRD-K75649340-001-13-1,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,OTDJAMXESTUWLO-UUOKFMHZSA-N,,0,0,1
1193,SU014813,BRD-K75911534-001-01-6,Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-HKJBKDEOSA-N,,0,0,0
1194,pitavastatin,BRD-K75958547-238-01-0,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O,VGYFMXBACGZSIL-MCBHFWOFSA-N,,1,0,1
1195,oseltamivir-phosphate,BRD-K76011241-001-01-8,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,VSZGPKBBMSAYNT-RRFJBIMHSA-N,,1,0,1
1196,guanidine,BRD-K76037122-001-02-5,N=C(N)N,NC(N)=N,ZRALSGWEFCBTJO-UHFFFAOYSA-N,,1,0,1
1197,tyrphostin-AG-1296,BRD-K76064317-001-07-3,COc1cc2ncc(-c3ccccc3)nc2cc1OC,COc1cc2ncc(nc2cc1OC)-c1ccccc1,QNOXYUNHIGOWNY-UHFFFAOYSA-N,,0,0,0
1198,JIB04,BRD-K76180386-001-01-6,Clc1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1,Clc1ccc(N\N=C(/c2ccccc2)c2ccccn2)nc1,YHHFKWKMXWRVTJ-OQKWZONESA-N,,0,0,0
1199,resiquimod,BRD-K76210423-001-01-6,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,BXNMTOQRYBFHNZ-UHFFFAOYSA-N,,1,0,1
1200,BMS-690514,BRD-K76239644-001-01-8,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,CSGQVNMSRKWUSH-IAGOWNOFSA-N,,1,0,0
1202,CCT128930,BRD-K76406695-001-02-9,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12,RZIDZIGAXXNODG-UHFFFAOYSA-N,,0,0,0
1203,idoxuridine,BRD-K76634210-001-14-7,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,XQFRJNBWHJMXHO-RRKCRQDMSA-N,,1,0,1
1204,homoharringtonine,BRD-K76674262-001-03-3,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,HYFHYPWGAURHIV-JFIAXGOJSA-N,,1,0,0
