cancer_type,target_gene,n_cells,mean_delta_auc,frac_sensitising
Endometrial Carcinoma,S100A11,1,-0.00012993536074645817,0.0
Endometrial Carcinoma,DYRK1B,1,-0.0001305010518990457,0.0
Endometrial Carcinoma,LOX,1,-0.0001340767921647057,0.0
Endometrial Carcinoma,CD44,1,-0.00013562319509219378,0.018518518518518517
Endometrial Carcinoma,CD74,1,-0.00013700182898901403,0.0
Endometrial Carcinoma,RNVU1-7,1,-0.00013973150635138154,0.0
Endometrial Carcinoma,IFI16,1,-0.00014044067938812077,0.037037037037037035
Endometrial Carcinoma,NUPR1,1,-0.00014128176553640515,0.0
Endometrial Carcinoma,PYCARD,1,-0.00014664232730865479,0.0
Endometrial Carcinoma,QPRT,1,-0.0001489106216467917,0.018518518518518517
Endometrial Carcinoma,HLA-DRB1,1,-0.00015438541595358402,0.0
Endometrial Carcinoma,QPCT,1,-0.00015681705554015934,0.0
Endometrial Carcinoma,HLA-DPA1,1,-0.0001586200960446149,0.0
Endometrial Carcinoma,VAMP8,1,-0.0001664051233092323,0.0
Endometrial Carcinoma,CXCR4,1,-0.00017123752331826836,0.0
Endometrial Carcinoma,TUSC3,1,-0.00017445838602725416,0.0
Endometrial Carcinoma,TMSB4XP6,1,-0.00017865168047137558,0.0
Endometrial Carcinoma,FHL1,1,-0.00018745881970971823,0.0
Endometrial Carcinoma,BCL2,1,-0.00018802008708007634,0.0
Endometrial Carcinoma,MAPK1,1,-0.00019276693637948483,0.24074074074074073
Endometrial Carcinoma,LCP1,1,-0.0001961467496585101,0.0
Endometrial Carcinoma,SPINT2,1,-0.00020409181888680905,0.0
Endometrial Carcinoma,ARHGAP4,1,-0.00020482031686697155,0.0
Endometrial Carcinoma,MFAP2,1,-0.00020687888900283724,0.0
Endometrial Carcinoma,CBS,1,-0.0002074418298434466,0.0
Endometrial Carcinoma,BST2,1,-0.0002087051107082516,0.0
Endometrial Carcinoma,GYPC,1,-0.00021689468121621758,0.0
Endometrial Carcinoma,AEBP1,1,-0.000223559356527403,0.0
Endometrial Carcinoma,BASP1,1,-0.0002352137234993279,0.0
Endometrial Carcinoma,SRGN,1,-0.0002376580669078976,0.0
Endometrial Carcinoma,PARP1,1,-0.0002489294274710119,0.24074074074074073
Endometrial Carcinoma,FSCN1,1,-0.00025634965277276933,0.05555555555555555
Endometrial Carcinoma,SERPINE2,1,-0.0002709875407163054,0.0
Endometrial Carcinoma,KCNMA1,1,-0.00027552578831091523,0.0
Endometrial Carcinoma,MSN,1,-0.00027833934291265905,0.0
Endometrial Carcinoma,H2AJ,1,-0.00029458326753228903,0.0
Endometrial Carcinoma,CLEC11A,1,-0.0002965662279166281,0.0
Endometrial Carcinoma,CRIP1,1,-0.0003132279380224645,0.018518518518518517
Endometrial Carcinoma,SLC43A3,1,-0.00031670264434069395,0.0
Endometrial Carcinoma,MCL1,1,-0.00032720467424951494,0.14814814814814814
Endometrial Carcinoma,PLIN2,1,-0.0003313151828479022,0.0
Endometrial Carcinoma,MDM2,1,-0.0003452709352131933,0.018518518518518517
Endometrial Carcinoma,S100A4,1,-0.00040786134195514023,0.0
Endometrial Carcinoma,PIK3CB,1,-0.0005102792056277394,0.07407407407407407
Endometrial Carcinoma,PIM3,1,-0.0005429613520391285,0.037037037037037035
Endometrial Carcinoma,MAP2K2,1,-0.0005819063517265022,0.18518518518518517
Endometrial Carcinoma,HDAC3,1,-0.0006046410999260843,0.16666666666666666
Endometrial Carcinoma,PIK3CA,1,-0.0007406219374388456,0.0
Endometrial Carcinoma,WEE1,1,-0.000865158683154732,0.0
Endometrial Carcinoma,MAPK3,1,-0.0009395093657076359,0.0
Endometrial Carcinoma,BRD4,1,-0.0009570977417752147,0.0
Endometrial Carcinoma,JAK1,1,-0.0009838425321504474,0.018518518518518517
Esophageal Carcinoma,MAP2K1,3,0.0017745767642433445,0.9629629629629629
Esophageal Carcinoma,BRD2,3,0.0010813740470136206,0.8209876543209876
Esophageal Carcinoma,PIM3,3,0.0008723274998677274,0.95679012345679
Esophageal Carcinoma,BCL2L1,3,0.0007253013318404555,0.8703703703703703
Esophageal Carcinoma,MT2A,3,0.0006588621957538029,0.9938271604938271
Esophageal Carcinoma,ID1,3,0.0005599071737378836,0.9938271604938271
Esophageal Carcinoma,FXYD5,3,0.0005519624586061885,0.9506172839506174
Esophageal Carcinoma,PLS3,3,0.0005233381719638904,0.9938271604938271
Esophageal Carcinoma,HDAC1,3,0.0005130248900968581,0.6790123456790124
Esophageal Carcinoma,AHNAK,3,0.0005111464415676892,1.0
Esophageal Carcinoma,FAT1,3,0.0004905209255715212,0.9506172839506174
Esophageal Carcinoma,KRT18,3,0.0004806397094701727,0.9876543209876543
Esophageal Carcinoma,LGALS3BP,3,0.00047539450072993833,0.9320987654320988
Esophageal Carcinoma,CTSZ,3,0.00046689560015996295,0.9938271604938271
Esophageal Carcinoma,NQO1,3,0.0004636235923195879,0.9938271604938271
Esophageal Carcinoma,CD9,3,0.00043619764619506896,0.9876543209876543
Esophageal Carcinoma,APP,3,0.00043018557092485327,0.9197530864197532
Esophageal Carcinoma,PTGR1,3,0.00041849543534529704,0.9320987654320988
Esophageal Carcinoma,TPM1,3,0.00041748776372211677,0.9506172839506174
Esophageal Carcinoma,IFITM3,3,0.00041436964723592,1.0
Esophageal Carcinoma,ANXA2,3,0.0004104013448037828,0.9135802469135802
Esophageal Carcinoma,KRT8,3,0.000405221168572704,1.0
Esophageal Carcinoma,CRIM1,3,0.00040466274367645383,1.0
Esophageal Carcinoma,PMEPA1,3,0.0004043237034541865,0.9691358024691358
Esophageal Carcinoma,GLUL,3,0.0004012050145926575,0.8456790123456791
Esophageal Carcinoma,PHLDA2,3,0.0003972671596178164,0.9938271604938271
Esophageal Carcinoma,HLA-C,3,0.0003964858672892054,0.9691358024691358
Esophageal Carcinoma,TIMP2,3,0.00038800360925961286,0.7654320987654321
Esophageal Carcinoma,WLS,3,0.0003812070159862439,0.8950617283950617
Esophageal Carcinoma,BACE2,3,0.0003638991426366071,0.9814814814814815
Esophageal Carcinoma,ANXA1,3,0.00035699485063863295,1.0
Esophageal Carcinoma,TUBA4A,3,0.0003539618094994997,0.9320987654320988
Esophageal Carcinoma,PIK3CB,3,0.00035191740607842803,0.7469135802469137
Esophageal Carcinoma,BCAM,3,0.0003497195818151037,0.9753086419753085
Esophageal Carcinoma,ITGA3,3,0.00034786272832813364,0.9938271604938271
Esophageal Carcinoma,GNG12,3,0.0003458022353394578,0.9691358024691358
Esophageal Carcinoma,KIRREL1,3,0.00033692877817278105,1.0
Esophageal Carcinoma,LSR,3,0.00033199934599300224,0.9753086419753086
Esophageal Carcinoma,F3,3,0.0003250312098922829,0.9876543209876543
Esophageal Carcinoma,JUP,3,0.0003241296944906935,0.9197530864197531
Esophageal Carcinoma,BEX3,3,0.0003232149198690119,0.7901234567901234
Esophageal Carcinoma,NT5E,3,0.0003164642354628692,0.9876543209876543
Esophageal Carcinoma,CTSH,3,0.00031609382131136954,0.882716049382716
Esophageal Carcinoma,IER3,3,0.00031457014362482977,0.8518518518518517
Esophageal Carcinoma,PERP,3,0.00031438801185383153,0.9320987654320988
Esophageal Carcinoma,ANTXR1,3,0.0003134317569977914,0.9691358024691358
Esophageal Carcinoma,PLOD2,3,0.00031043267032752436,0.9753086419753086
Esophageal Carcinoma,GSTP1,3,0.00030940403667045757,0.7469135802469135
Esophageal Carcinoma,LAMB1,3,0.0003051796423581739,0.9197530864197531
Esophageal Carcinoma,PLPP2,3,0.00030415937847768265,0.9814814814814815
Esophageal Carcinoma,CTSL,3,0.00030320993391796947,0.9876543209876543
Esophageal Carcinoma,EGFR,3,0.00029908249659153324,0.9753086419753086
Esophageal Carcinoma,PIM2,3,0.00029494898141516995,0.9506172839506174
Esophageal Carcinoma,HLA-B,3,0.00029212052080159384,0.882716049382716
Esophageal Carcinoma,MYEOV,3,0.0002916381708928384,0.8703703703703703
Esophageal Carcinoma,MET,3,0.00029114698312090087,0.882716049382716
Esophageal Carcinoma,EMP1,3,0.0002891165592397253,0.9691358024691358
Esophageal Carcinoma,PYGL,3,0.00028716312954202294,0.8950617283950617
Esophageal Carcinoma,ABCC3,3,0.0002858226653188467,0.9320987654320988
Esophageal Carcinoma,SELENOM,3,0.0002857568082011615,0.95679012345679
Esophageal Carcinoma,TNFAIP2,3,0.00028248886034513515,0.9074074074074074
Esophageal Carcinoma,AMOTL2,3,0.00028142976710417617,0.9753086419753086
Esophageal Carcinoma,FOS,3,0.0002804403193295002,0.7283950617283951
Esophageal Carcinoma,TGFB2,3,0.00027975771808996797,0.9938271604938271
Esophageal Carcinoma,IGFBP6,3,0.0002785422548186034,0.9876543209876543
Esophageal Carcinoma,PLAAT3,3,0.0002784105308819562,0.95679012345679
Esophageal Carcinoma,ITGB5,3,0.0002780976064968854,0.9382716049382717
Esophageal Carcinoma,FHL2,3,0.0002766632290634637,0.9629629629629629
Esophageal Carcinoma,PIK3CA,3,0.0002750242905070384,0.7222222222222222
Esophageal Carcinoma,DSG2,3,0.0002731125326439117,0.9938271604938271
Esophageal Carcinoma,SCNN1A,3,0.0002729690362078448,0.9876543209876543
Esophageal Carcinoma,WWTR1,3,0.0002724530204432085,0.9382716049382717
Esophageal Carcinoma,PHLDA1,3,0.00027228560065850616,0.9814814814814815
Esophageal Carcinoma,S100A6,3,0.00027058632016026724,0.8703703703703703
Esophageal Carcinoma,TPM2,3,0.00026763240263486904,0.9444444444444443
Esophageal Carcinoma,ERRFI1,3,0.0002649527693089719,0.9074074074074074
Esophageal Carcinoma,TNFRSF12A,3,0.0002638515482734268,0.9506172839506174
Esophageal Carcinoma,AKR1B1,3,0.0002629957355869313,0.6419753086419753
Esophageal Carcinoma,YAP1,3,0.00025679520816386986,0.8703703703703703
Esophageal Carcinoma,S100A10,3,0.0002541413317279269,0.9012345679012346
Esophageal Carcinoma,SLPI,3,0.00025365051502982777,0.9938271604938271
Esophageal Carcinoma,GPRC5A,3,0.0002483605979553734,0.9320987654320988
Esophageal Carcinoma,GPRC5C,3,0.0002456866738308842,0.7654320987654321
Esophageal Carcinoma,DCBLD2,3,0.0002447867057829474,0.7901234567901234
Esophageal Carcinoma,SDC4,3,0.00024376129052446535,0.691358024691358
Esophageal Carcinoma,MGST1,3,0.00024337496870430186,0.6975308641975309
Esophageal Carcinoma,PLEK2,3,0.00023980033680951843,0.8950617283950617
Esophageal Carcinoma,LAMB2,3,0.00023248441660446892,0.6790123456790124
Esophageal Carcinoma,PRSS23,3,0.0002324701587591941,0.9259259259259259
Esophageal Carcinoma,COL4A2,3,0.00023149036860559136,0.8703703703703703
Esophageal Carcinoma,CAV2,3,0.0002313679433427751,0.9753086419753086
Esophageal Carcinoma,LAMB3,3,0.00023060622819078466,0.9382716049382717
Esophageal Carcinoma,GPX8,3,0.00022971261447916427,0.9691358024691358
Esophageal Carcinoma,TINAGL1,3,0.0002272403216920793,0.9814814814814815
Esophageal Carcinoma,FAM20C,3,0.00022557414680098495,0.9506172839506172
Esophageal Carcinoma,GDF15,3,0.00022383871691999957,0.7839506172839507
Esophageal Carcinoma,PLK2,3,0.00022229460106852153,0.8950617283950617
Esophageal Carcinoma,RND3,3,0.00021790317502260828,0.8765432098765432
Esophageal Carcinoma,CAVIN1,3,0.00021767413757819062,0.8580246913580246
Esophageal Carcinoma,FSTL1,3,0.00021652996656484902,0.9876543209876543
Esophageal Carcinoma,APOL1,3,0.00021488073010308048,0.8888888888888888
Esophageal Carcinoma,DSP,3,0.00021437582230040184,0.9753086419753086
Esophageal Carcinoma,EPS8L2,3,0.00021355681625815728,0.9320987654320988
Esophageal Carcinoma,MYOF,3,0.0002135474351234734,0.9506172839506174
Esophageal Carcinoma,CYBA,3,0.0002122140625336518,0.7530864197530863
Esophageal Carcinoma,SDC1,3,0.000212133117505194,0.7654320987654321
Esophageal Carcinoma,MISP,3,0.00020995202551906308,0.9691358024691358
Esophageal Carcinoma,PLAU,3,0.0002088317705783993,0.8641975308641975
Esophageal Carcinoma,CCN1,3,0.0002088086815395703,0.9382716049382717
Esophageal Carcinoma,AXL,3,0.00020867586135864258,0.9938271604938271
Esophageal Carcinoma,ICAM1,3,0.00020824611904875687,0.8395061728395062
Esophageal Carcinoma,HTRA1,3,0.00020706525053052852,0.9382716049382717
Esophageal Carcinoma,TNNT1,3,0.00020620686397402702,0.6604938271604938
Esophageal Carcinoma,LIMCH1,3,0.00020310144464019686,0.8580246913580246
Esophageal Carcinoma,SAA1,3,0.00020045501878485084,0.9320987654320988
Esophageal Carcinoma,SEMA3C,3,0.00019834981624929546,0.7530864197530865
Esophageal Carcinoma,MYH14,3,0.00019693862122949213,0.9444444444444445
Esophageal Carcinoma,CKMT1A,3,0.00019463952048681676,0.882716049382716
Esophageal Carcinoma,MLPH,3,0.0001945442248446246,0.9629629629629629
Esophageal Carcinoma,ARHGAP29,3,0.0001938659503745536,0.808641975308642
Esophageal Carcinoma,MDK,3,0.0001911936754671236,0.6728395061728395
Esophageal Carcinoma,TCEAL9,3,0.0001906811521621421,0.5925925925925927
Esophageal Carcinoma,TSPAN1,3,0.00018916803189010048,0.9012345679012346
Esophageal Carcinoma,FKBP10,3,0.0001890133183527117,0.7160493827160493
Esophageal Carcinoma,CXCL8,3,0.00018760396051220596,0.8333333333333334
Esophageal Carcinoma,CDCP1,3,0.0001866272990203773,0.8641975308641975
Esophageal Carcinoma,IFI44,3,0.00018593595693043122,0.9074074074074074
Esophageal Carcinoma,ITGB4,3,0.00018533144611865282,0.8456790123456791
Esophageal Carcinoma,ELF3,3,0.0001852852680409948,0.9382716049382717
Esophageal Carcinoma,CCND1,3,0.0001851887791417539,0.7407407407407408
Esophageal Carcinoma,ANKRD1,3,0.00018493122479412705,0.9074074074074074
Esophageal Carcinoma,TGFBI,3,0.00018473208668486527,0.8580246913580246
Esophageal Carcinoma,TIMP1,3,0.00018408986943541095,0.7345679012345679
Esophageal Carcinoma,LGALS3,3,0.00018326790571639626,0.5802469135802469
Esophageal Carcinoma,H1-0,3,0.00018298479335498996,0.6604938271604938
Esophageal Carcinoma,IGFBP3,3,0.00018268474377691746,0.6790123456790124
Esophageal Carcinoma,CLDN4,3,0.00018180115633488944,0.9382716049382717
Esophageal Carcinoma,PKP3,3,0.00018159088601047793,0.9691358024691358
Esophageal Carcinoma,S100A11,3,0.0001815870194453358,0.5432098765432098
Esophageal Carcinoma,LOXL2,3,0.00018023028193662563,0.9135802469135802
Esophageal Carcinoma,C19orf33,3,0.0001800752894875283,0.8641975308641975
Esophageal Carcinoma,FOSL1,3,0.00017937245502253063,0.7098765432098766
Esophageal Carcinoma,COL18A1,3,0.00017776891763787717,0.8765432098765432
Esophageal Carcinoma,LTBR,3,0.0001768335520561474,0.6790123456790124
Esophageal Carcinoma,IGFBP4,3,0.00017460923299950082,0.6604938271604938
Esophageal Carcinoma,C15orf48,3,0.00017346128879580647,0.8024691358024691
Esophageal Carcinoma,ANXA3,3,0.00017213324705759683,0.8456790123456791
Esophageal Carcinoma,CCN2,3,0.00017159017928255102,0.8888888888888888
Esophageal Carcinoma,GRB7,3,0.00017149801230213294,0.9135802469135802
Esophageal Carcinoma,TGM2,3,0.00017127634055214003,0.7654320987654321
Esophageal Carcinoma,KRT19,3,0.0001699940136556203,0.6975308641975309
Esophageal Carcinoma,CAV1,3,0.00016843904450070113,0.7222222222222222
Esophageal Carcinoma,DKK3,3,0.00016668015935768685,0.9135802469135802
Esophageal Carcinoma,SLC16A3,3,0.00016567138421426839,0.7222222222222223
Esophageal Carcinoma,NMU,3,0.00016424326865186836,0.6481481481481481
Esophageal Carcinoma,AGR2,3,0.00016152435515929633,0.8209876543209876
Esophageal Carcinoma,SPINT2,3,0.0001611983683081538,0.6296296296296297
Esophageal Carcinoma,KRT80,3,0.0001609996882810568,0.7839506172839507
Esophageal Carcinoma,WFDC2,3,0.00015955161021944755,0.8333333333333334
Esophageal Carcinoma,AKR1C2,3,0.0001590757844193528,0.654320987654321
Esophageal Carcinoma,RAB32,3,0.00015847770767625965,0.6172839506172839
Esophageal Carcinoma,KRT7,3,0.00015820921786750355,0.5061728395061729
Esophageal Carcinoma,PLAC8,3,0.00015776751873393854,0.7345679012345679
Esophageal Carcinoma,IGFBP2,3,0.0001564292639765578,0.6234567901234568
Esophageal Carcinoma,EPHA2,3,0.00015623609700317806,0.8395061728395062
Esophageal Carcinoma,DMKN,3,0.00015586890716197863,0.6111111111111112
Esophageal Carcinoma,AKR1C1,3,0.0001554105620016344,0.6851851851851851
Esophageal Carcinoma,CKMT1B,3,0.0001525923071312718,0.7222222222222223
Esophageal Carcinoma,EFEMP1,3,0.00015243308250016221,0.8765432098765432
Esophageal Carcinoma,CCDC80,3,0.00015221664943965152,0.6666666666666666
Esophageal Carcinoma,SPINT1,3,0.000151940701471176,0.7962962962962963
Esophageal Carcinoma,PEG10,3,0.0001514353474097637,0.5617283950617283
Esophageal Carcinoma,BMP4,3,0.00015080140777475512,0.6543209876543209
Esophageal Carcinoma,CALD1,3,0.0001504996113605254,0.6543209876543209
Esophageal Carcinoma,IFITM1,3,0.0001498160017945338,0.691358024691358
Esophageal Carcinoma,LINC03061,3,0.00014911867765476927,0.6234567901234568
Esophageal Carcinoma,LAMC2,3,0.00014751156171162924,0.7962962962962963
Esophageal Carcinoma,ALDH7A1,3,0.00014694200945086777,0.5617283950617283
Esophageal Carcinoma,CDH3,3,0.00014631137310061604,0.8518518518518517
Esophageal Carcinoma,RBP1,3,0.0001459679090961193,0.8209876543209876
Esophageal Carcinoma,PDLIM1,3,0.0001432303300437828,0.5617283950617283
Esophageal Carcinoma,EMP3,3,0.00014315472465871912,0.5308641975308642
Esophageal Carcinoma,PRSS22,3,0.00014242060327281555,0.9197530864197531
Esophageal Carcinoma,LY6K,3,0.00014162891602609307,0.7469135802469135
Esophageal Carcinoma,PTGES,3,0.00013970151242877668,0.6296296296296297
Esophageal Carcinoma,COL4A1,3,0.00013901946416202313,0.7037037037037037
Esophageal Carcinoma,CLDN3,3,0.0001381776358660621,0.8456790123456791
Esophageal Carcinoma,THBS1,3,0.00013763024859751263,0.6666666666666666
Esophageal Carcinoma,RHOD,3,0.00013613397459266707,0.654320987654321
Esophageal Carcinoma,NNMT,3,0.00013476867995147282,0.7098765432098766
Esophageal Carcinoma,MALL,3,0.0001345994314760901,0.5802469135802469
Esophageal Carcinoma,TFPI,3,0.00013344468122037748,0.5740740740740741
Esophageal Carcinoma,PLAAT4,3,0.00013087607173171514,0.7222222222222222
Esophageal Carcinoma,IL32,3,0.00013025877736557354,0.5679012345679012
Esophageal Carcinoma,CLU,3,0.00012938530805210272,0.5802469135802469
Esophageal Carcinoma,CD70,3,0.00012699744547717273,0.7098765432098766
Esophageal Carcinoma,PDLIM4,3,0.00012649899144889787,0.5740740740740741
Esophageal Carcinoma,ROCK2,3,0.00012477091513574123,0.5679012345679012
Esophageal Carcinoma,DKK1,3,0.0001222965911438223,0.4567901234567901
Esophageal Carcinoma,EPCAM,3,0.00011940778980109219,0.5555555555555555
Esophageal Carcinoma,H19,3,0.00011936988933787991,0.6481481481481481
Esophageal Carcinoma,GPX3,3,0.00011936225564568304,0.5555555555555556
Esophageal Carcinoma,GAL,3,0.00011898448550103542,0.5370370370370371
Esophageal Carcinoma,S100P,3,0.0001189614874116766,0.7037037037037037
Esophageal Carcinoma,C3,3,0.00011806484508269932,0.654320987654321
Esophageal Carcinoma,SULF2,3,0.00011780370368796866,0.5925925925925926
Esophageal Carcinoma,S100A14,3,0.00011761045000942734,0.6913580246913581
Esophageal Carcinoma,MRC2,3,0.00011668749842404698,0.6358024691358025
Esophageal Carcinoma,COL9A3,3,0.00011643932884908281,0.5802469135802469
Esophageal Carcinoma,CRIP2,3,0.00011560375908932959,0.6604938271604938
Esophageal Carcinoma,ALDH3A1,3,0.0001145618759134474,0.7037037037037037
Esophageal Carcinoma,FXYD3,3,0.00011453014061165352,0.6234567901234568
Esophageal Carcinoma,PYCARD,3,0.0001143364255161335,0.7407407407407408
Esophageal Carcinoma,OSMR,3,0.00011422604923912634,0.5864197530864197
Esophageal Carcinoma,HMGA2,3,0.00011364416544286844,0.5617283950617283
Esophageal Carcinoma,PMP22,3,0.00011340721539454535,0.6296296296296297
Esophageal Carcinoma,CDH2,3,0.0001126264711880746,0.5925925925925926
Esophageal Carcinoma,ADIRF,3,0.00011202867608517408,0.5555555555555555
Esophageal Carcinoma,GPX2,3,0.00011171658358459051,0.5987654320987654
Esophageal Carcinoma,EVA1A,3,0.00011035229545086622,0.5123456790123456
Esophageal Carcinoma,LCN2,3,0.00010907318937825039,0.6234567901234568
Esophageal Carcinoma,XIST,3,0.00010884304841359456,0.5987654320987654
Esophageal Carcinoma,MT1E,3,0.00010838497534374862,0.5308641975308642
Esophageal Carcinoma,AQP3,3,0.00010806349382619374,0.5123456790123457
Esophageal Carcinoma,MAL2,3,0.00010779959848150611,0.6419753086419753
Esophageal Carcinoma,TMEM98,3,0.00010716197963726397,0.5308641975308642
Esophageal Carcinoma,TFPI2,3,0.00010663445406559428,0.5185185185185185
Esophageal Carcinoma,CD44,3,0.00010593069722138655,0.4753086419753086
Esophageal Carcinoma,LGALS1,3,0.00010563911928329617,0.5493827160493827
Esophageal Carcinoma,IFI27,3,0.00010547612024917423,0.5493827160493827
Esophageal Carcinoma,IFITM2,3,0.00010306341573596,0.5617283950617283
Esophageal Carcinoma,PLBD1,3,0.00010251392086502165,0.4197530864197531
Esophageal Carcinoma,AKR1C3,3,0.00010211839495847623,0.5
Esophageal Carcinoma,MPZL2,3,0.00010177861258853227,0.4753086419753087
Esophageal Carcinoma,EHF,3,0.0001015171049706017,0.5679012345679012
Esophageal Carcinoma,NRP1,3,0.00010134610784007236,0.48148148148148145
Esophageal Carcinoma,CXCL1,3,0.0001002599777469489,0.5802469135802469
Esophageal Carcinoma,TACSTD2,3,9.941281799304609e-05,0.6172839506172839
Esophageal Carcinoma,SNCG,3,9.873914071552765e-05,0.5987654320987654
Esophageal Carcinoma,CST6,3,9.857394131055723e-05,0.54320987654321
Esophageal Carcinoma,AKAP12,3,9.753619451657869e-05,0.4567901234567901
Esophageal Carcinoma,HOXA9,3,9.712301228622285e-05,0.4506172839506173
Esophageal Carcinoma,CDC42EP1,3,9.653753901754196e-05,0.5185185185185185
Esophageal Carcinoma,ALDH1A3,3,9.504742411081679e-05,0.38271604938271603
Esophageal Carcinoma,LAD1,3,9.39152135591333e-05,0.5123456790123456
Esophageal Carcinoma,CD68,3,9.321016720302093e-05,0.48148148148148145
Esophageal Carcinoma,MCAM,3,9.239216463659734e-05,0.5308641975308642
Esophageal Carcinoma,TMSB4XP6,3,9.080933280832444e-05,0.5987654320987654
Esophageal Carcinoma,SERPINE1,3,8.973672568875675e-05,0.419753086419753
Esophageal Carcinoma,LEF1,3,8.970351821820562e-05,0.345679012345679
Esophageal Carcinoma,EHD2,3,8.792053328458375e-05,0.4382716049382716
Esophageal Carcinoma,BRD3,3,8.658797802733413e-05,0.5432098765432098
Esophageal Carcinoma,SFN,3,8.623265421192627e-05,0.3703703703703704
Esophageal Carcinoma,KYNU,3,8.617038171602569e-05,0.5246913580246914
Esophageal Carcinoma,TPD52L1,3,8.606303648169462e-05,0.4259259259259259
Esophageal Carcinoma,S100A2,3,8.56426765191524e-05,0.46296296296296297
Esophageal Carcinoma,CCL2,3,8.485272883262951e-05,0.5061728395061729
Esophageal Carcinoma,LRATD2,3,8.404567536975567e-05,0.4506172839506173
Esophageal Carcinoma,CLDN7,3,8.083162295709674e-05,0.2654320987654321
Esophageal Carcinoma,ESRP1,3,8.079041435848922e-05,0.37654320987654327
Esophageal Carcinoma,PRSS3,3,8.007295279336783e-05,0.46296296296296297
Esophageal Carcinoma,SRPX,3,7.894055549210559e-05,0.3703703703703704
Esophageal Carcinoma,ERBB3,3,7.869615925907662e-05,0.3950617283950617
Esophageal Carcinoma,L1CAM,3,7.85813632925662e-05,0.54320987654321
Esophageal Carcinoma,G0S2,3,7.753313426898482e-05,0.38271604938271603
Esophageal Carcinoma,HSPA1A,3,7.744979666313156e-05,0.48148148148148145
Esophageal Carcinoma,STC2,3,7.478635476824518e-05,0.5061728395061729
Esophageal Carcinoma,COL6A3,3,7.446119343512692e-05,0.35802469135802467
Esophageal Carcinoma,TNS4,3,7.378006436435196e-05,0.23456790123456792
Esophageal Carcinoma,AKR1B10,3,7.341507625824306e-05,0.35185185185185186
Esophageal Carcinoma,KRT81,3,7.314989367538753e-05,0.36419753086419754
Esophageal Carcinoma,UCA1,3,7.307198150859524e-05,0.2716049382716049
Esophageal Carcinoma,KLK6,3,7.23849637627912e-05,0.1728395061728395
Esophageal Carcinoma,BEX2,3,7.080268308830757e-05,0.6111111111111112
Esophageal Carcinoma,PRSS8,3,7.027277327627719e-05,0.30246913580246915
Esophageal Carcinoma,TSPAN8,3,6.9502878128939e-05,0.1851851851851852
Esophageal Carcinoma,TM4SF1,3,6.638835232782488e-05,0.41358024691358025
Esophageal Carcinoma,APOE,3,6.615379728221645e-05,0.4382716049382716
Esophageal Carcinoma,ST14,3,6.613558556030814e-05,0.24074074074074073
Esophageal Carcinoma,SERPINB5,3,6.392781991356362e-05,0.1419753086419753
Esophageal Carcinoma,MYL9,3,6.329792571098854e-05,0.23456790123456792
Esophageal Carcinoma,FGFBP1,3,6.313649646472186e-05,0.49382716049382713
Esophageal Carcinoma,MICAL2,3,6.187808200290117e-05,0.30864197530864196
Esophageal Carcinoma,ATP2A3,3,6.13512080841853e-05,0.25925925925925924
Esophageal Carcinoma,ADGRG1,3,6.123898886774744e-05,0.36419753086419754
Esophageal Carcinoma,COL5A1,3,6.082230932709839e-05,0.3580246913580247
Esophageal Carcinoma,IRF6,3,6.066777859814465e-05,0.12345679012345678
Esophageal Carcinoma,ANXA8,3,6.035871774656698e-05,0.2716049382716049
Esophageal Carcinoma,SMIM22,3,6.031842864710294e-05,0.21604938271604937
Esophageal Carcinoma,CDH1,3,6.002114241709933e-05,0.3333333333333333
Esophageal Carcinoma,ANXA8L1,3,5.9622857103628725e-05,0.24691358024691357
Esophageal Carcinoma,AP1M2,3,5.932041858613957e-05,0.30864197530864196
Esophageal Carcinoma,FST,3,5.876925994622676e-05,0.1851851851851852
Esophageal Carcinoma,S100A16,3,5.8253239937281855e-05,0.37654320987654327
Esophageal Carcinoma,FN1,3,5.747892919316655e-05,0.37654320987654316
Esophageal Carcinoma,TSTD1,3,5.7010280822093286e-05,0.46296296296296297
Esophageal Carcinoma,TMPRSS4,3,5.673442501574755e-05,0.08641975308641975
Esophageal Carcinoma,MST1R,3,5.602450073638465e-05,0.32098765432098764
Esophageal Carcinoma,SERPINE2,3,5.4771149734733626e-05,0.32716049382716045
Esophageal Carcinoma,KRT13,3,5.4433390687336214e-05,0.21604938271604937
Esophageal Carcinoma,CEACAM6,3,5.427527260811379e-05,0.04938271604938271
Esophageal Carcinoma,P3H2,3,5.373560998123139e-05,0.23456790123456792
Esophageal Carcinoma,KRT15,3,5.209703643534643e-05,0.36419753086419754
Esophageal Carcinoma,SNAI2,3,4.835132434285091e-05,0.16049382716049382
Esophageal Carcinoma,CDK2,3,4.781728299955527e-05,0.4197530864197531
Esophageal Carcinoma,RAC2,3,4.7488254494965076e-05,0.48148148148148145
Esophageal Carcinoma,KRT17,3,4.745063233713154e-05,0.25925925925925924
Esophageal Carcinoma,DPYSL3,3,4.3929359435423976e-05,0.12345679012345678
Esophageal Carcinoma,LAMA4,3,4.337176142144017e-05,0.0925925925925926
Esophageal Carcinoma,IGF2,3,4.3109427375990585e-05,0.08641975308641975
Esophageal Carcinoma,BASP1,3,4.162602560124166e-05,0.35185185185185186
Esophageal Carcinoma,CRABP2,3,4.009460584105303e-05,0.48148148148148145
