DRUG_NAME,DRUG_ID,cancer_group,n_cells,mean_AUC,mean_auc_hat,alpha_ChEMBL,alpha_PrimeKG,n_sensitive_pred,pct_sensitive
GSK591,2110,Lung,154,0.9568788831168832,0.9204043548701298,0.0,0.0,0,0.0
GSK591,2110,Colorectal,45,0.9549503777777777,0.925092094,0.0,0.0,0,0.0
GSK591,2110,Pancreatic,30,0.9425542666666666,0.9292496846666667,0.0,0.0,0,0.0
GSK591,2110,Breast,50,0.9578775199999999,0.930103752,0.0,0.0,0,0.0
GSK626616AC,1779,Haematological,107,0.9865169626168224,0.9001127603738318,0.0,0.0,0,0.0
GSK626616AC,1779,Other,339,0.9809497168141592,0.9154261630678466,0.0,0.0,0,0.0
GSK626616AC,1779,Lung,108,0.9798985833333334,0.9183988137037038,0.0,0.0,0,0.0
GSK626616AC,1779,Skin,31,0.9826002903225807,0.9197025196774193,0.0,0.0,0,0.0
GSK626616AC,1779,Breast,42,0.9828793095238095,0.9239113438095239,0.0,0.0,0,0.0
GSK626616AC,1779,Colorectal,46,0.9805047173913044,0.9315117578260869,0.0,0.0,0,0.0
GSK626616AC,1779,Pancreatic,25,0.97831168,0.9338326576,0.0,0.0,0,0.0
Gefitinib,1010,Haematological,136,0.9836466691176471,0.7230889667647059,0.42565271455882353,0.5743472947058823,49,0.3602941176470588
Gefitinib,1010,Colorectal,46,0.9466696304347826,0.8062985756521739,0.4332160443478261,0.5667839656521739,3,0.06521739130434782
Gefitinib,1010,Other,463,0.95546886825054,0.8095262282289417,0.4561706172354212,0.5438293874514039,19,0.04103671706263499
Gefitinib,1010,Skin,54,0.9740118888888889,0.8225781222222223,0.47280771944444444,0.5271922855555555,0,0.0
Gefitinib,1010,Lung,154,0.9537593636363636,0.8237409177272728,0.4426636369480519,0.5573363696753247,3,0.01948051948051948
Gefitinib,1010,Pancreatic,30,0.9612217,0.8523813606666667,0.4674576796666667,0.5325423283333334,0,0.0
Gefitinib,1010,Breast,50,0.9617823,0.860183236,0.4470684192,0.5529315816,0,0.0
ICL-SIRT078,2011,Skin,31,0.9310673548387097,0.9379584348387097,0.0,0.0,0,0.0
ICL-SIRT078,2011,Other,360,0.950271811111111,0.9401794700277778,0.0,0.0,0,0.0
ICL-SIRT078,2011,Lung,112,0.9526635535714286,0.9408386708928571,0.0,0.0,0,0.0
ICL-SIRT078,2011,Breast,46,0.9488630217391305,0.9413571667391305,0.0,0.0,0,0.0
ICL-SIRT078,2011,Haematological,106,0.9244495188679245,0.9452823465094339,0.0,0.0,0,0.0
ICL-SIRT078,2011,Pancreatic,29,0.9570581034482759,0.9453590534482759,0.0,0.0,0,0.0
ICL-SIRT078,2011,Colorectal,39,0.9420925897435897,0.9459220038461539,0.0,0.0,0,0.0
IWP-2,1576,Haematological,133,0.9805315864661653,0.8674909357142857,0.0,0.0,0,0.0
IWP-2,1576,Other,427,0.974767599531616,0.8944068083606558,0.0,0.0,0,0.0
IWP-2,1576,Breast,45,0.9784514222222221,0.8957416517777778,0.0,0.0,0,0.0
IWP-2,1576,Lung,141,0.9736156879432624,0.8992826314184397,0.0,0.0,0,0.0
IWP-2,1576,Pancreatic,26,0.9645695384615384,0.9144021684615384,0.0,0.0,0,0.0
IWP-2,1576,Skin,50,0.97682428,0.9178961232,0.0,0.0,0,0.0
IWP-2,1576,Colorectal,48,0.9770598958333333,0.9222144404166667,0.0,0.0,0,0.0
JAK_8517,1739,Haematological,108,0.827373324074074,0.8545841047222221,0.0,0.0,0,0.0
JAK_8517,1739,Other,339,0.8780215722713864,0.8719774056342183,0.0,0.0,0,0.0
JAK_8517,1739,Skin,30,0.9379537,0.872715606,0.0,0.0,0,0.0
JAK_8517,1739,Lung,108,0.8856279166666666,0.8795343368518518,0.0,0.0,0,0.0
JAK_8517,1739,Colorectal,46,0.8983642608695652,0.8840884954347826,0.0,0.0,0,0.0
JAK_8517,1739,Breast,42,0.9121855476190477,0.8907972523809523,0.0,0.0,0,0.0
JAK_8517,1739,Pancreatic,25,0.9046969199999999,0.8944647600000001,0.0,0.0,0,0.0
JQ1,2172,Haematological,134,0.610549604477612,0.7314012304477612,0.0,0.0,49,0.3656716417910448
JQ1,2172,Other,458,0.8244611222707423,0.8203487734934497,0.0,0.0,50,0.1091703056768559
JQ1,2172,Skin,53,0.8591084905660378,0.8387225105660377,0.0,0.0,3,0.05660377358490566
JQ1,2172,Lung,155,0.830158935483871,0.8467075662580645,0.0,0.0,11,0.07096774193548387
JQ1,2172,Colorectal,47,0.8118627659574468,0.8597904421276596,0.0,0.0,0,0.0
JQ1,2172,Breast,50,0.84914282,0.8712131087999999,0.0,0.0,4,0.08
JQ1,2172,Pancreatic,28,0.8604861428571429,0.8717863721428571,0.0,0.0,1,0.03571428571428571
MIM1,1996,Haematological,106,0.9175253867924528,0.8063099944339622,0.0,0.0,2,0.018867924528301886
MIM1,1996,Other,362,0.937843546961326,0.8519030896961327,0.0,0.0,0,0.0
MIM1,1996,Breast,45,0.9515078888888889,0.8542347651111112,0.0,0.0,0,0.0
MIM1,1996,Lung,111,0.944565018018018,0.8652958099099098,0.0,0.0,0,0.0
MIM1,1996,Skin,31,0.9403818387096774,0.8660910564516129,0.0,0.0,0,0.0
MIM1,1996,Colorectal,42,0.9396956666666667,0.8668082349999999,0.0,0.0,0,0.0
MIM1,1996,Pancreatic,29,0.9361288275862069,0.8801425231034482,0.0,0.0,0,0.0
MK-1775,1179,Haematological,139,0.532636237410072,0.7941259337410073,0.4576322418705036,0.5423677671942446,28,0.2014388489208633
MK-1775,1179,Other,465,0.6969447591397849,0.866569772344086,0.4897380378709677,0.5102619650752688,10,0.021505376344086023
MK-1775,1179,Colorectal,48,0.6725469374999999,0.8827287722916667,0.48927057625000003,0.5107294383333333,0,0.0
MK-1775,1179,Skin,54,0.7865013333333333,0.890853742037037,0.47218459148148145,0.5278154177777777,0,0.0
MK-1775,1179,Lung,156,0.7099293076923077,0.8912413157692307,0.48899106576923074,0.5110089382692308,0,0.0
MK-1775,1179,Pancreatic,30,0.7650965000000001,0.9020365766666667,0.5167221826666667,0.483277821,0,0.0
MK-1775,1179,Breast,50,0.78987538,0.9135672474000001,0.5004991312,0.49950087060000004,0,0.0
Mirin,1048,Haematological,133,0.8150328872180451,0.7889481854135338,0.0,0.0,11,0.08270676691729323
Mirin,1048,Other,428,0.8621559602803738,0.8472593434813085,0.0,0.0,0,0.0
Mirin,1048,Skin,50,0.8721424600000001,0.8603762086000001,0.0,0.0,0,0.0
Mirin,1048,Colorectal,48,0.8720475208333333,0.860971496875,0.0,0.0,0,0.0
Mirin,1048,Lung,141,0.8774392624113475,0.8623591870921985,0.0,0.0,0,0.0
Mirin,1048,Breast,45,0.8772389777777778,0.8661517253333333,0.0,0.0,0,0.0
