DRUG_ID,DRUG_NAME,gene_name,n_cells,mean_delta_auc,std_delta_auc,abs_mean_delta_auc,frac_sensitising,is_known_target,rank_sensitising
1010,Gefitinib,MT2A,186,0.00044838187750428915,0.00028337596450001,0.00046138529432937503,0.0,False,6
1010,Gefitinib,MTSS2,186,0.00041948308353312314,0.00036077055847272277,0.0004716204712167382,0.0,False,7
1010,Gefitinib,TCEAL4,186,0.0004182089469395578,0.00045253828284330666,0.0005147731280885637,0.0,False,8
1010,Gefitinib,PRNP,186,0.00040846678894013166,0.0005006653955206275,0.0005086484015919268,0.0,False,9
1010,Gefitinib,MICA,186,0.00038051517913118005,0.0003211192670278251,0.0004131032037548721,0.0,False,10
1010,Gefitinib,ADGRE5,186,0.00038047117413952947,0.0002969111956190318,0.00039349705912172794,0.0,False,11
1010,Gefitinib,CTSZ,186,0.00037708133459091187,0.000342975661624223,0.0004177139198873192,0.0,False,12
1010,Gefitinib,STAT6,186,0.00037569369305856526,0.00032601988641545177,0.0003999564505647868,0.0,False,13
1010,Gefitinib,PTMS,186,0.0003635347238741815,0.00047528548748232424,0.000469409569632262,0.0,False,14
1010,Gefitinib,HOXB7,186,0.0003495343844406307,0.00030515261460095644,0.00037926234654150903,0.0,False,15
1010,Gefitinib,SLCO4A1,186,0.00034911386319436133,0.000400141638237983,0.00042139089782722294,0.0,False,16
1010,Gefitinib,AHNAK,186,0.00034779004636220634,0.0002471627085469663,0.0003659616340883076,0.0,False,17
1010,Gefitinib,BEX3,186,0.0003393952501937747,0.00029332106350921094,0.00037050919490866363,0.0,False,18
1010,Gefitinib,CKAP4,186,0.00033588611404411495,0.0002477042144164443,0.00035878070048056543,0.0,False,19
1010,Gefitinib,EMP3,186,0.00033560843439772725,0.0002598780847620219,0.00034784822491928935,0.0,False,20
1047,Nutlin-3a (-),SAT1,190,0.0006062113679945469,0.00042491857311688364,0.0006429799250327051,0.0,False,1
1047,Nutlin-3a (-),ITM2C,190,0.0005244676722213626,0.0003426366893108934,0.0005449503660202026,0.0,False,2
1047,Nutlin-3a (-),LDHB,190,0.0004959716461598873,0.0004705879546236247,0.0005804383545182645,0.0,False,3
1047,Nutlin-3a (-),ANXA2,190,0.00046748033491894603,0.0003216984332539141,0.0004907631664536893,0.0,False,4
1047,Nutlin-3a (-),EPB41L2,190,0.00039745427784509957,0.0002485934237483889,0.0004071014409419149,0.0,False,5
1047,Nutlin-3a (-),RPS28P7,190,0.0003698021173477173,0.0004232439096085727,0.00045930506894364953,0.0,False,6
1047,Nutlin-3a (-),FXYD5,190,0.00034732691710814834,0.00025341284344904125,0.0003692561003845185,0.0,False,7
1047,Nutlin-3a (-),TCEAL4,190,0.00034650988527573645,0.00040366887697018683,0.0004376554279588163,0.0,False,8
1047,Nutlin-3a (-),PSAT1,190,0.0003458479477558285,0.0004633751232177019,0.0004639580147340894,0.0,False,9
1047,Nutlin-3a (-),HSPB1,190,0.0003452214878052473,0.0003811557253357023,0.00042037790990434587,0.0,False,10
1047,Nutlin-3a (-),CNN2,190,0.00033796383650042117,0.0003535182331688702,0.00040405720937997103,0.0,False,11
1047,Nutlin-3a (-),RHOBTB3,190,0.00033791802707128227,0.00027893713559024036,0.0003656881453935057,0.0,False,12
1047,Nutlin-3a (-),RHOC,190,0.00033742832602001727,0.00036464433651417494,0.0004058861522935331,0.0,False,13
1047,Nutlin-3a (-),ENC1,190,0.0003368360339663923,0.00025395702687092125,0.0003560127515811473,0.0,False,14
1047,Nutlin-3a (-),MT2A,190,0.00033538261777721345,0.00029743631603196263,0.00037205047556199133,0.0,False,15
1047,Nutlin-3a (-),ADGRE5,190,0.0003294334455858916,0.0002655759162735194,0.0003491478564683348,0.0,False,16
1047,Nutlin-3a (-),TNFRSF1A,190,0.0003244903637096286,0.0003648628480732441,0.0004064457898493856,0.0,False,17
1047,Nutlin-3a (-),PLCD3,190,0.0003230703587178141,0.0002601094311103225,0.00034288951428607106,0.0,False,18
1047,Nutlin-3a (-),YBX3,190,0.000319518381729722,0.00039243162609636784,0.0004030655836686492,0.0,False,19
1047,Nutlin-3a (-),MTSS2,190,0.0003138352476526052,0.00026523854467086494,0.00035542892874218524,0.0,False,20
1048,Mirin,SAT1,170,0.0005298513569869101,0.0004873152356594801,0.0006186187965795398,0.0,False,1
1048,Mirin,NEAT1,170,0.0005063482676632702,0.0005037012160755694,0.0005778265185654163,0.0,False,2
1048,Mirin,ITM2C,170,0.00046701895189471543,0.0003760043764486909,0.0005113630322739482,0.0,False,3
1048,Mirin,ANXA2,170,0.0004582024703267962,0.0003404576564207673,0.00047758553409948945,0.0,False,4
1048,Mirin,LDHB,170,0.00045797746861353517,0.0004885008675046265,0.0005592783563770354,0.0,False,5
1048,Mirin,YBX3,170,0.0004420568875502795,0.00047653401270508766,0.000532481528352946,0.0,False,6
1048,Mirin,TCEAL4,170,0.0004187579615972936,0.0004026383103337139,0.0004925953107886016,0.0,False,7
1048,Mirin,JUN,170,0.00041029584826901555,0.00033191012335009873,0.0004429409746080637,0.0,False,8
1048,Mirin,MTSS2,170,0.00039449185715056956,0.000312231743009761,0.00044285893091000617,0.0,False,9
1048,Mirin,MT2A,170,0.00038248792407102883,0.00027862004935741425,0.0004002413188572973,0.0,False,10
1048,Mirin,RHOC,170,0.00035948402364738286,0.00039717566687613726,0.0004407563537824899,0.0,False,11
1048,Mirin,CNN2,170,0.00035663379821926355,0.00037822272861376405,0.00043516536243259907,0.0,False,12
