gene_name,DRUG_NAME,drug_family,n_cells,mean_delta_auc,abs_mean_delta,std_delta_auc,is_known_target,is_family_drug
FGFR4,VE821,background,186,0.002538627479225397,0.002628675429150462,0.001855566049925983,False,False
FGFR4,615590,background,132,0.002022454282268882,0.002031942130997777,0.0011068974854424596,False,False
FGFR4,Mitoxantrone,background,132,-0.0008714115247130394,0.0035379775799810886,0.004435375798493624,False,False
FGFR4,VTP-A,background,145,0.002015843987464905,0.0020244813058525324,0.0011084605939686298,False,False
FGFR4,KRAS (G12C) Inhibitor-12,background,170,0.0011913320049643517,0.0014178163837641478,0.0012785978615283966,False,False
KIT,Erlotinib,EGFR_inhibitors,185,-0.00024563816259615123,0.0008302727364934981,0.0009856560500338674,False,True
KIT,Venetoclax,BCL2_inhibitors,186,-0.0011204369366168976,0.0012618995970115066,0.0014160595601424575,False,True
KIT,Alpelisib,PI3K_inhibitors,187,-0.0016326416516676545,0.0016918989131227136,0.0012491336092352867,False,True
KIT,Rucaparib,PARP_inhibitors,189,-0.00026298293960280716,0.0006719111697748303,0.0007051890133880079,False,True
KIT,Navitoclax,BCL2_inhibitors,190,-0.0020817762706428766,0.002162026707082987,0.0017214512918144464,False,True
KIT,Buparlisib,PI3K_inhibitors,186,-0.0014142886502668262,0.0016369654331356287,0.0014183726161718369,False,True
KIT,Trametinib,MEK_inhibitors,189,0.001084249815903604,0.0015511370729655027,0.0018246530089527369,False,True
KIT,Rapamycin,MTOR_inhibitors,185,-0.0007741889567114413,0.0012641120702028275,0.0013648776803165674,False,True
KIT,Selumetinib,MEK_inhibitors,322,-6.728059088345617e-05,0.0008499021641910076,0.0010651893680915236,False,True
KIT,Olaparib,PARP_inhibitors,189,-0.0009826547466218472,0.001026882673613727,0.0007219944964163005,False,True
KIT,Temsirolimus,MTOR_inhibitors,180,-0.0009732993203215301,0.0012872638180851936,0.001306838821619749,False,True
KIT,Gefitinib,EGFR_inhibitors,186,4.14306741731707e-05,0.0006745595601387322,0.0007896654424257576,False,True
KIT,Niraparib,PARP_inhibitors,170,-0.0008616440463811159,0.0010227020829916,0.0008813620079308748,False,True
KIT,Dabrafenib,BRAF_inhibitors,184,-0.00024038844276219606,0.0007268031476996839,0.0009831666247919202,False,True
KIT,Palbociclib,CDK46_inhibitors,190,-0.0005289544933475554,0.0007997729117050767,0.0008018424268811941,False,True
KIT,Lapatinib,EGFR_inhibitors,189,0.0006526607903651893,0.0013042171485722065,0.0014673341065645218,False,True
KIT,Dihydrorotenone,background,132,0.0002844053669832647,0.0010565649718046188,0.0014452454634010792,False,False
KIT,PRT062607,background,170,-0.0008830613805912435,0.0010149306617677212,0.0008233975968323648,False,False
KIT,SCH772984,background,186,0.0011126092867925763,0.0012510695960372686,0.0012359716929495335,False,False
KIT,GSK2578215A,background,186,-0.0001632635248824954,0.0007905581733211875,0.0008649411611258984,False,False
KIT,KU-55933,background,187,-0.00021990544337313622,0.0007018086616881192,0.0007623311830684543,False,False
KIT,Afatinib,background,188,0.0005766769754700363,0.0013127696001902223,0.001508016954176128,False,False
KIT,Obatoclax Mesylate,background,151,0.001788311405107379,0.0018673341255635023,0.0013681398704648018,False,False
KIT,MIM1,background,145,0.00019138434436172247,0.000805396877694875,0.0009842709405347705,False,False
KIT,AZD3759,background,189,-0.00016737236001063138,0.0007608132436871529,0.0008520958363078535,False,False
KIT,720427,background,132,-0.00020557867537718266,0.0006936937570571899,0.0007620449177920818,False,False
KIT,Wee1 Inhibitor,background,186,-0.00023257652355823666,0.00138399051502347,0.0015770801110193133,False,False
KIT,Avagacestat,background,189,-0.00019588356371968985,0.0006457333802245557,0.0007175560458563268,False,False
KIT,GSK-LSD1-2HCl ,background,146,-0.0002376943448325619,0.0007589467568323016,0.0008193051908165216,False,False
KIT,AZD6482,background,56,-0.0016615837812423706,0.0017956154188141227,0.0014453098410740495,False,False
KIT,UMI-77,background,145,0.0004536965861916542,0.0008586940821260214,0.0010039223125204444,False,False
KIT,Ipatasertib,background,186,-0.0023454634938389063,0.0024175529833883047,0.0017647227505221963,False,False
KIT,Cyclophosphamide,background,186,-0.00016184199193958193,0.0006892040255479515,0.000751436804421246,False,False
KIT,776928,background,132,-0.00020557867537718266,0.0006936937570571899,0.0007620449177920818,False,False
KIT,Leflunomide,background,170,-0.00024129502708092332,0.0009197662584483624,0.0010476999450474977,False,False
KIT,IWP-2,background,170,-9.204815432894975e-05,0.0007160169188864529,0.0008002602262422442,False,False
KIT,AZD5582,background,167,0.0003562451747711748,0.0018161335028707981,0.002446595346555114,False,False
KIT,GSK3337463A,background,132,-0.00020557867537718266,0.0006936937570571899,0.0007620449177920818,False,False
KIT,VE-822,background,170,-0.0003965009527746588,0.0007942217052914202,0.0009230937575921416,False,False
KIT,Entospletinib,background,170,-0.0002951211645267904,0.0006591015262529254,0.0007483447552658617,False,False
KIT,Schweinfurthin A,background,131,-0.0012533259578049183,0.0014387255068868399,0.0011973880464211106,False,False
KIT,VE821,background,186,-0.00036712168366648257,0.0007396827568300068,0.000846344162710011,False,False
KIT,615590,background,132,-0.00020557867537718266,0.0006936937570571899,0.0007620449177920818,False,False
KIT,Mitoxantrone,background,132,-0.0012256591580808163,0.0014288671081885695,0.0013544540852308273,False,False
KIT,VTP-A,background,145,-0.00018181020277552307,0.0006810389459133148,0.0007478640764020383,False,False
KIT,KRAS (G12C) Inhibitor-12,background,170,-0.0005572006921283901,0.0007645014557056129,0.0007313417736440897,False,False
MET,Erlotinib,EGFR_inhibitors,185,-0.0007671237108297646,0.00165221793577075,0.001965131377801299,False,True
MET,Venetoclax,BCL2_inhibitors,186,0.0008869154844433069,0.0025912057608366013,0.00436678109690547,False,True
MET,Alpelisib,PI3K_inhibitors,187,-0.0043691652826964855,0.004433858208358288,0.002319256542250514,False,True
MET,Rucaparib,PARP_inhibitors,189,-0.0016543997917324305,0.0017038388177752495,0.0011894827475771308,False,True
MET,Navitoclax,BCL2_inhibitors,190,-0.00039416158688254654,0.0032013480085879564,0.004241019021719694,False,True
MET,Buparlisib,PI3K_inhibitors,186,-0.00011562612053239718,0.001629298203624785,0.002082602586597204,False,True
MET,Trametinib,MEK_inhibitors,189,0.00016816993593238294,0.0028755362145602703,0.004023054614663124,False,True
MET,Rapamycin,MTOR_inhibitors,185,-0.00201013102196157,0.0026269250083714724,0.0028607072308659554,False,True
MET,Selumetinib,MEK_inhibitors,322,-0.0034342186991125345,0.0035669233184307814,0.0032526743598282337,False,True
MET,Olaparib,PARP_inhibitors,189,-0.001509926631115377,0.0018720163498073816,0.0016442452324554324,False,True
MET,Temsirolimus,MTOR_inhibitors,180,-0.0010998245561495423,0.0025270935148000717,0.0035046774428337812,False,True
MET,Gefitinib,EGFR_inhibitors,186,-0.0017502519767731428,0.0018545030616223812,0.0013023241190239787,False,True
MET,Niraparib,PARP_inhibitors,170,-0.0030387667939066887,0.003293205751106143,0.002213957253843546,False,True
MET,Dabrafenib,BRAF_inhibitors,184,0.0013812744291499257,0.003017974551767111,0.004780950024724007,False,True
MET,Palbociclib,CDK46_inhibitors,190,-0.0020349586848169565,0.002153788460418582,0.0014650069642812014,False,True
MET,Lapatinib,EGFR_inhibitors,189,0.0007416375447064638,0.0020996294915676117,0.002968400251120329,False,True
MET,Dihydrorotenone,background,132,0.0013981666415929794,0.003770774230360985,0.0052078538574278355,False,False
MET,PRT062607,background,170,-0.00298505206592381,0.0030237999744713306,0.0019885178189724684,False,False
MET,SCH772984,background,186,-0.0018561482429504395,0.0023830202408134937,0.002333292504772544,False,False
MET,GSK2578215A,background,186,-0.0020449094008654356,0.0020466591231524944,0.0010330280056223273,False,False
MET,KU-55933,background,187,-0.00214335392229259,0.002156123984605074,0.00118793617002666,False,False
MET,Afatinib,background,188,-0.0007740200380794704,0.0021956153213977814,0.0026447647251188755,False,False
MET,Obatoclax Mesylate,background,151,0.0035975773353129625,0.004071733448654413,0.0033279021736234426,False,False
MET,MIM1,background,145,-0.0012075831182301044,0.0014660930028185248,0.0012885789619758725,False,False
MET,AZD3759,background,189,-0.002642818260937929,0.002677633659914136,0.0017037778161466122,False,False
MET,720427,background,132,-0.0018915452528744936,0.0019064752850681543,0.001151308766566217,False,False
MET,Wee1 Inhibitor,background,186,-0.0011195893166586757,0.002264456357806921,0.0025059753097593784,False,False
MET,Avagacestat,background,189,-0.0021696274634450674,0.002190306782722473,0.0011744523653760552,False,False
MET,GSK-LSD1-2HCl ,background,146,-0.001997110666707158,0.00201339996419847,0.0011733989231288433,False,False
MET,AZD6482,background,56,-0.0032600185368210077,0.0033304605167359114,0.002162407385185361,False,False
MET,UMI-77,background,145,0.00015234372403938323,0.0018039842834696174,0.002186895813792944,False,False
MET,Ipatasertib,background,186,-0.004290045239031315,0.004471939988434315,0.0030345506966114044,False,False
MET,Cyclophosphamide,background,186,-0.001988828182220459,0.002001781016588211,0.001065598102286458,False,False
MET,776928,background,132,-0.0018915452528744936,0.0019064752850681543,0.001151308766566217,False,False
MET,Leflunomide,background,170,-0.0025458605960011482,0.0025775849353522062,0.0013048698892816901,False,False
MET,IWP-2,background,170,-0.002088571898639202,0.002091988455504179,0.0009851228678599,False,False
MET,AZD5582,background,167,-0.003630656050518155,0.004727703053504229,0.0045824209228158,False,False
MET,GSK3337463A,background,132,-0.0018915452528744936,0.0019064752850681543,0.001151308766566217,False,False
MET,VE-822,background,170,-0.0020117394160479307,0.002806708449497819,0.002804818097501993,False,False
MET,Entospletinib,background,170,-0.0013462641509249806,0.0017312266863882542,0.00155373546294868,False,False
MET,Schweinfurthin A,background,131,0.001870087580755353,0.0036535700783133507,0.004263186361640692,False,False
MET,VE821,background,186,-0.002819567918777466,0.0029043660033494234,0.001453109667636454,False,False
MET,615590,background,132,-0.0018915452528744936,0.0019064752850681543,0.001151308766566217,False,False
MET,Mitoxantrone,background,132,0.00064543925691396,0.004000815097242594,0.0053285215981304646,False,False
MET,VTP-A,background,145,-0.001879452378489077,0.0018930439837276936,0.0011394611792638898,False,False
MET,KRAS (G12C) Inhibitor-12,background,170,-0.001839551143348217,0.0022876407019793987,0.001842982368543744,False,False
PIK3CD,Erlotinib,EGFR_inhibitors,185,0.002161592012271285,0.002306167269125581,0.002857040846720338,False,True
PIK3CD,Venetoclax,BCL2_inhibitors,186,0.0037642107345163822,0.00379754975438118,0.005299026612192392,False,True
PIK3CD,Alpelisib,PI3K_inhibitors,187,0.0016812824178487062,0.001891635823994875,0.0015103785553947091,False,True
PIK3CD,Rucaparib,PARP_inhibitors,189,0.0007727764314040542,0.0009804503060877323,0.0009219306521117687,False,True
PIK3CD,Navitoclax,BCL2_inhibitors,190,0.0034907134249806404,0.003905986435711384,0.0034653586335480213,False,True
PIK3CD,Buparlisib,PI3K_inhibitors,186,0.0018206817330792546,0.001996475737541914,0.0015074260300025344,False,True
PIK3CD,Trametinib,MEK_inhibitors,189,0.004132019355893135,0.004882966633886099,0.004992322530597448,False,True
PIK3CD,Rapamycin,MTOR_inhibitors,185,-0.0011979063274338841,0.0017220521112903953,0.002102287020534277,False,True
PIK3CD,Selumetinib,MEK_inhibitors,322,0.002537457039579749,0.0027090071234852076,0.00262254080735147,False,True
PIK3CD,Olaparib,PARP_inhibitors,189,3.189983908669092e-05,0.0010276279645040631,0.0013215540675446391,False,True
PIK3CD,Temsirolimus,MTOR_inhibitors,180,-0.0017463038675487041,0.002287984127178788,0.003280723001807928,False,True
PIK3CD,Gefitinib,EGFR_inhibitors,186,0.0018415293889120221,0.0019224525894969702,0.0019478063331916928,False,True
PIK3CD,Niraparib,PARP_inhibitors,170,-0.00023260817397385836,0.0011442163959145546,0.001520813093520701,False,True
PIK3CD,Dabrafenib,BRAF_inhibitors,184,-0.0008161631412804127,0.0016553874593228102,0.0030632149428129196,False,True
PIK3CD,Palbociclib,CDK46_inhibitors,190,-0.0008989829802885652,0.0012804369907826185,0.0016453189309686422,False,True
PIK3CD,Lapatinib,EGFR_inhibitors,189,0.000905863824300468,0.0015380628174170852,0.0021055249962955713,False,True
PIK3CD,Dihydrorotenone,background,132,0.0038195685483515263,0.00394127331674099,0.0032506214920431376,False,False
PIK3CD,PRT062607,background,170,0.0001705366012174636,0.0012602034257724881,0.001583061646670103,False,False
PIK3CD,SCH772984,background,186,0.0027441687416285276,0.0030541704036295414,0.0029413229785859585,False,False
PIK3CD,GSK2578215A,background,186,0.0008665429195389152,0.001138294581323862,0.0010945468675345182,False,False
PIK3CD,KU-55933,background,187,0.0006598868640139699,0.0009772711200639606,0.0010478886542841792,False,False
PIK3CD,Afatinib,background,188,0.002437121467664838,0.0029664086177945137,0.0035394642036408186,False,False
PIK3CD,Obatoclax Mesylate,background,151,-0.0006663193344138563,0.002649797359481454,0.0032276769634336233,False,False
PIK3CD,MIM1,background,145,0.0017142805736511946,0.0017911220202222466,0.0013162778923287988,False,False
PIK3CD,AZD3759,background,189,0.001955630024895072,0.002016047015786171,0.0015543079935014248,False,False
PIK3CD,720427,background,132,0.0007137502543628216,0.0010237079113721848,0.0010717075783759356,False,False
PIK3CD,Wee1 Inhibitor,background,186,-0.002305828733369708,0.0024622944183647633,0.0019250004552304745,False,False
PIK3CD,Avagacestat,background,189,0.0007048482657410204,0.0009973285486921668,0.00100925681181252,False,False
PIK3CD,GSK-LSD1-2HCl ,background,146,0.000790405785664916,0.0010296106338500977,0.001038754708133638,False,False
PIK3CD,AZD6482,background,56,0.00048655059072189033,0.0015680448850616813,0.0019444824429228902,False,False
PIK3CD,UMI-77,background,145,0.0022070412524044514,0.0024446335155516863,0.0019709556363523006,False,False
PIK3CD,Ipatasertib,background,186,0.001165797933936119,0.0016220298130065203,0.0016960140783339739,False,False
PIK3CD,Cyclophosphamide,background,186,0.0008694580756127834,0.0011712146224454045,0.0011502294801175594,False,False
PIK3CD,776928,background,132,0.0007137502543628216,0.0010237079113721848,0.0010717075783759356,False,False
PIK3CD,Leflunomide,background,170,0.0008895239443518221,0.0013099575880914927,0.0013475376181304455,False,False
PIK3CD,IWP-2,background,170,0.001110087730921805,0.0012784547870978713,0.0011534665245562792,False,False
PIK3CD,AZD5582,background,167,-0.007128293160349131,0.007312384899705648,0.007069512270390987,False,False
PIK3CD,GSK3337463A,background,132,0.0007137502543628216,0.0010237079113721848,0.0010717075783759356,False,False
PIK3CD,VE-822,background,170,-0.00017581231077201664,0.00149290740955621,0.0019152542809024453,False,False
PIK3CD,Entospletinib,background,170,0.0010037263855338097,0.0014909354504197836,0.0015862532891333103,False,False
PIK3CD,Schweinfurthin A,background,131,7.228382310131565e-05,0.0019658838864415884,0.0027237979229539633,False,False
PIK3CD,VE821,background,186,-0.00046224330435507,0.001095449086278677,0.0013987100683152676,False,False
PIK3CD,615590,background,132,0.0007137502543628216,0.0010237079113721848,0.0010717075783759356,False,False
PIK3CD,Mitoxantrone,background,132,-0.0002625735942274332,0.002232422586530447,0.0028540228959172964,False,False
PIK3CD,VTP-A,background,145,0.0007240467821247876,0.001021557836793363,0.0010598291410133243,False,False
PIK3CD,KRAS (G12C) Inhibitor-12,background,170,5.461538603412919e-05,0.0011322400532662868,0.0013627879088744521,False,False
AKT3,Erlotinib,EGFR_inhibitors,185,-0.0014691693941131234,0.001972750760614872,0.002218947745859623,False,True
AKT3,Venetoclax,BCL2_inhibitors,186,0.0006590363918803632,0.002335816388949752,0.003750639269128442,False,True
AKT3,Alpelisib,PI3K_inhibitors,187,0.0011974397348240018,0.0020732441917061806,0.0024064932949841022,False,True
AKT3,Rucaparib,PARP_inhibitors,189,-0.0006253066239878535,0.0014854477485641837,0.0016717653488740325,False,True
AKT3,Navitoclax,BCL2_inhibitors,190,0.0034450055100023746,0.004788400139659643,0.005433417856693268,False,True
AKT3,Buparlisib,PI3K_inhibitors,186,-0.0012153629213571548,0.0020588820334523916,0.0022867009975016117,False,True
AKT3,Trametinib,MEK_inhibitors,189,-0.0049799177795648575,0.0058424524031579494,0.005700631532818079,False,True
AKT3,Rapamycin,MTOR_inhibitors,185,-0.0019242323469370604,0.002462572418153286,0.002578543731942773,False,True
AKT3,Selumetinib,MEK_inhibitors,322,-0.0034095814917236567,0.004105891566723585,0.003868674859404564,False,True
AKT3,Olaparib,PARP_inhibitors,189,-0.0007015331066213548,0.001401162939146161,0.0015981222968548536,False,True
AKT3,Temsirolimus,MTOR_inhibitors,180,-5.96197132836096e-05,0.00248958682641387,0.0031588589772582054,False,True
AKT3,Gefitinib,EGFR_inhibitors,186,-0.0008364111417904496,0.0016292452346533537,0.0017321608029305935,False,True
AKT3,Niraparib,PARP_inhibitors,170,-0.0018486054614186287,0.0022414126433432102,0.001960658235475421,False,True
AKT3,Dabrafenib,BRAF_inhibitors,184,-0.0020219841971993446,0.002540087327361107,0.0035586347803473473,False,True
AKT3,Palbociclib,CDK46_inhibitors,190,-0.0019515774911269546,0.002346995985135436,0.002253536134958267,False,True
AKT3,Lapatinib,EGFR_inhibitors,189,-0.002477369038388133,0.0027500593569129705,0.002572719706222415,False,True
AKT3,Dihydrorotenone,background,132,0.004116525407880545,0.004499426577240229,0.006038271356374025,False,False
AKT3,PRT062607,background,170,-0.002869228832423687,0.0034889746457338333,0.002944336971268058,False,False
AKT3,SCH772984,background,186,-0.004934085998684168,0.005267729517072439,0.004630520008504391,False,False
AKT3,GSK2578215A,background,186,-0.000581795466132462,0.001592051237821579,0.0017645038897171617,False,False
AKT3,KU-55933,background,187,-8.032697951421142e-05,0.0015489510260522366,0.0019143496174365282,False,False
AKT3,Afatinib,background,188,-0.00019496916502248496,0.0022511992137879133,0.0028321933932602406,False,False
AKT3,Obatoclax Mesylate,background,151,0.0001773044787114486,0.002234943211078644,0.0029530273750424385,False,False
AKT3,MIM1,background,145,-0.0016318790148943663,0.0019173712935298681,0.0015965106431394815,False,False
AKT3,AZD3759,background,189,-0.0004212134226690978,0.0015176128363236785,0.0018159886822104454,False,False
AKT3,720427,background,132,-0.0007272990187630057,0.001598941977135837,0.0017255075508728623,False,False
AKT3,Wee1 Inhibitor,background,186,-0.007689971011132002,0.007689971011132002,0.003091507125645876,False,False
AKT3,Avagacestat,background,189,-0.0010239520343020558,0.0016790051013231277,0.0016929246485233307,False,False
AKT3,GSK-LSD1-2HCl ,background,146,-0.0005411574966274202,0.0016431689728051424,0.0018961462192237377,False,False
AKT3,AZD6482,background,56,7.737427949905396e-05,0.002196668414399028,0.002647161250934005,False,False
AKT3,UMI-77,background,145,-0.0017274051206186414,0.0024331314489245415,0.002476401161402464,False,False
AKT3,Ipatasertib,background,186,2.193370892200619e-05,0.002225882839411497,0.0027903656009584665,False,False
AKT3,Cyclophosphamide,background,186,-0.0003200907085556537,0.0013198727974668145,0.0015666843391954899,False,False
AKT3,776928,background,132,-0.0007272990187630057,0.001598941977135837,0.0017255075508728623,False,False
AKT3,Leflunomide,background,170,-0.001039313618093729,0.0014784799423068762,0.0015015271492302418,False,False
AKT3,IWP-2,background,170,-0.0003082412004005164,0.001479567144997418,0.0017226905329152942,False,False
AKT3,AZD5582,background,167,0.0008476949296891689,0.0058545614592731,0.00802651233971119,False,False
AKT3,GSK3337463A,background,132,-0.0007272990187630057,0.001598941977135837,0.0017255075508728623,False,False
AKT3,VE-822,background,170,-0.0014634086983278394,0.0020171140786260366,0.0022090065758675337,False,False
AKT3,Entospletinib,background,170,-0.0007042376673780382,0.002306414768099785,0.00258351257070899,False,False
AKT3,Schweinfurthin A,background,131,-0.0011029348243027925,0.0021509386133402586,0.0025603827089071274,False,False
AKT3,VE821,background,186,-0.002509054262191057,0.0026109442114830017,0.001818697084672749,False,False
AKT3,615590,background,132,-0.0007272990187630057,0.001598941977135837,0.0017255075508728623,False,False
AKT3,Mitoxantrone,background,132,-0.0025935617741197348,0.004390515387058258,0.0053529380820691586,False,False
AKT3,VTP-A,background,145,-0.0007018973119556904,0.0015660388162359595,0.001712524681352079,False,False
AKT3,KRAS (G12C) Inhibitor-12,background,170,-0.0009979307651519775,0.0017663202015683055,0.0018123319605365396,False,False
BCL2,Erlotinib,EGFR_inhibitors,185,-0.00215481361374259,0.0027568365912884474,0.002383085899055004,False,True
BCL2,Venetoclax,BCL2_inhibitors,186,-0.00802287831902504,0.00803882721811533,0.010992927476763725,True,True
BCL2,Alpelisib,PI3K_inhibitors,187,-0.0024135259445756674,0.002877742750570178,0.0023977740202099085,False,True
BCL2,Rucaparib,PARP_inhibitors,189,-0.0013996318448334932,0.0019819983281195164,0.0017911299364641309,False,True
BCL2,Navitoclax,BCL2_inhibitors,190,-0.010856008157134056,0.010869471356272697,0.006884865928441286,True,True
BCL2,Buparlisib,PI3K_inhibitors,186,0.000869553245138377,0.0027719915378838778,0.003202679567039013,False,True
BCL2,Trametinib,MEK_inhibitors,189,0.0003579872427508235,0.0024466761387884617,0.0032874380704015493,False,True
BCL2,Rapamycin,MTOR_inhibitors,185,-0.0014002935495227575,0.0030486532486975193,0.003333221422508359,False,True
BCL2,Selumetinib,MEK_inhibitors,322,-0.0009574142168276012,0.0020058739464730024,0.0022369581274688244,False,True
BCL2,Olaparib,PARP_inhibitors,189,-0.001129711396060884,0.0020630620419979095,0.0020503061823546886,False,True
BCL2,Temsirolimus,MTOR_inhibitors,180,0.00013497902546077967,0.002883504144847393,0.003946550656110048,False,True
BCL2,Gefitinib,EGFR_inhibitors,186,-0.0019663029816001654,0.0024593404959887266,0.002003538189455867,False,True
BCL2,Niraparib,PARP_inhibitors,170,-0.0012475325493142009,0.0024619484320282936,0.002547236392274499,False,True
BCL2,Dabrafenib,BRAF_inhibitors,184,-0.000717013725079596,0.002351428847759962,0.002752812812104821,False,True
BCL2,Palbociclib,CDK46_inhibitors,190,-0.00020631990628316998,0.002564365044236183,0.003064268734306097,False,True
BCL2,Lapatinib,EGFR_inhibitors,189,-0.0033266707323491573,0.004095714073628187,0.003375883214175701,False,True
BCL2,Dihydrorotenone,background,132,-0.004776577930897474,0.00487385643646121,0.0034425118938088417,False,False
BCL2,PRT062607,background,170,-0.001987643074244261,0.003147292183712125,0.003006657352671027,False,False
BCL2,SCH772984,background,186,-0.0007613520720042288,0.0017842199886217713,0.002050979994237423,False,False
BCL2,GSK2578215A,background,186,-0.001966138370335102,0.0023816332686692476,0.001824361621402204,False,False
BCL2,KU-55933,background,187,-0.0015585881192237139,0.002197614870965481,0.0019702871795743704,False,False
BCL2,Afatinib,background,188,-0.0020949493627995253,0.0035362255293875933,0.0038531424943357706,False,False
BCL2,Obatoclax Mesylate,background,151,0.0015585789224132895,0.0030823792330920696,0.003551548346877098,False,False
BCL2,MIM1,background,145,-0.0013838809682056308,0.002072531497105956,0.0019179288065060973,False,False
BCL2,AZD3759,background,189,-0.0022783291060477495,0.002581134671345353,0.0019490140257403255,False,False
BCL2,720427,background,132,-0.0016982785891741514,0.0021800692193210125,0.0018411715282127261,False,False
BCL2,Wee1 Inhibitor,background,186,-0.0018711601151153445,0.002219917718321085,0.0019762450829148293,False,False
BCL2,Avagacestat,background,189,-0.002372607123106718,0.0026465891860425472,0.0018948889337480068,False,False
BCL2,GSK-LSD1-2HCl ,background,146,-0.0018676817417144775,0.002376268617808819,0.0019908458925783634,False,False
BCL2,AZD6482,background,56,-0.0003041050222236663,0.0021403729915618896,0.002746603451669216,False,False
BCL2,UMI-77,background,145,-0.002294523874297738,0.002530613448470831,0.002019367879256606,False,False
BCL2,Ipatasertib,background,186,-0.00021934397227596492,0.0020405487157404423,0.0025102682411670685,False,False
BCL2,Cyclophosphamide,background,186,-0.0014165559550747275,0.0019824225455522537,0.0017410509753972292,False,False
BCL2,776928,background,132,-0.0016982785891741514,0.0021800692193210125,0.0018411715282127261,False,False
BCL2,Leflunomide,background,170,-0.0009795213118195534,0.0020983214490115643,0.0021886301692575216,False,False
BCL2,IWP-2,background,170,-0.001804361236281693,0.002224521478638053,0.0017847931012511253,False,False
BCL2,AZD5582,background,167,-0.0022890930995345116,0.00341389630921185,0.003659530309960246,False,False
BCL2,GSK3337463A,background,132,-0.0016982785891741514,0.0021800692193210125,0.0018411715282127261,False,False
BCL2,VE-822,background,170,0.00036066595930606127,0.0023464150726795197,0.002894467208534479,False,False
BCL2,Entospletinib,background,170,-0.0021323380060493946,0.002551107434555888,0.0020019481889903545,False,False
BCL2,Schweinfurthin A,background,131,-0.0024535497650504112,0.004061696585267782,0.0038922391831874847,False,False
BCL2,VE821,background,186,-0.0007584905833937228,0.002424167934805155,0.002713272115215659,False,False
BCL2,615590,background,132,-0.0016982785891741514,0.0021800692193210125,0.0018411715282127261,False,False
BCL2,Mitoxantrone,background,132,0.0006156446179375052,0.0027099372819066048,0.0034247622825205326,False,False
BCL2,VTP-A,background,145,-0.0017230617813766003,0.0021969054359942675,0.001838271040469408,False,False
BCL2,KRAS (G12C) Inhibitor-12,background,170,-0.0016969077987596393,0.002680821344256401,0.0024860957637429237,False,False
BCL2A1,Erlotinib,EGFR_inhibitors,185,0.00011862129758810624,0.000422083045123145,0.0005276662413962185,False,True
BCL2A1,Venetoclax,BCL2_inhibitors,186,0.0007461695349775255,0.0010900140041485429,0.001816579489968717,False,True
BCL2A1,Alpelisib,PI3K_inhibitors,187,0.0008801355725154281,0.0009303564438596368,0.0007619099342264235,False,True
BCL2A1,Rucaparib,PARP_inhibitors,189,3.005776989084552e-06,0.00038798872265033424,0.0004579359956551343,False,True
BCL2A1,Navitoclax,BCL2_inhibitors,190,0.0006050067604519427,0.0014009138103574514,0.0017278132727369666,False,True
BCL2A1,Buparlisib,PI3K_inhibitors,186,0.0009522067848592997,0.0009983314666897058,0.0007502171210944653,False,True
