DRUG_ID,DRUG_NAME,n_genes_tested,max_abs_delta,mean_abs_delta,top5_genes,n_known_targets
1010,Gefitinib,79,0.005958722438663244,0.00148864831816688,RPS28P7|ERBB2|CDKN1A|ITM2C|ETV5,1
2039,AGK2,79,0.0059565594419837,0.0014282594957312309,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1039,SL0101,79,0.005945822224020958,0.001407172571782235,RPS28P7|ITM2C|IL4R|ETV5|CDKN1A,0
1580,GSK2801,79,0.005944634322077036,0.0013973791958304428,RPS28P7|ITM2C|ERBB2|CDKN1A|IL4R,0
1036,PLX-4720,79,0.005936862900853157,0.0015869167393155962,RPS28P7|ITM2C|CDKN1A|IL4R|FADS1,0
1928,I-BRD9,79,0.005909116007387638,0.0015463498988353848,ITM2C|CDKN1A|RPS28P7|IL4R|MYC,0
2110,GSK591,79,0.005903690122067928,0.0015383729942531996,RPS28P7|ITM2C|IL4R|CDKN1A|CDKN2C,0
1620,PFI3,79,0.005891584791243076,0.0013783364608306202,RPS28P7|ITM2C|ERBB2|ETV5|IL4R,0
1020,Lenalidomide,79,0.005880256183445454,0.001366038078403902,RPS28P7|ERBB2|ITM2C|CDKN1A|IL4R,0
1175,Rucaparib,79,0.005874384194612503,0.0013360151578230147,RPS28P7|ITM2C|CDKN1A|IL4R|FADS1,0
1635,Picolinici-acid,79,0.0058393036015331745,0.0014000453439517583,RPS28P7|ITM2C|ERBB2|CDKN1A|IL4R,0
1249,BMS-345541,79,0.005825061816722155,0.0019175735644147366,FADS1|CDKN1A|RPS28P7|CDKN2C|IL4R,0
2044,Pyridostatin,79,0.00581816490739584,0.0016128906576387302,RPS28P7|CDKN1A|ITM2C|IL4R|FADS1,0
1507,Ruxolitinib,79,0.005805787164717913,0.0014627818154507094,RPS28P7|ITM2C|IL4R|CDKN1A|ERBB2,0
1627,GSK343,79,0.005803418345749378,0.001415916415346975,RPS28P7|ITM2C|IL4R|CDKN1A|ERBB2,0
1936,Savolitinib,79,0.005778690800070763,0.0013842258423336935,RPS28P7|CDKN1A|IL4R|ITM2C|ETV5,0
1814,Nelarabine,79,0.005759309511631727,0.0014960780103184,RPS28P7|CDKN1A|ITM2C|ERBB2|MET,0
1449,AZD1208,79,0.005722696427255869,0.0013458807208528152,RPS28P7|CDKN1A|ERBB2|IL4R|ITM2C,0
1621,PCI-34051,79,0.0057225218042731285,0.0015226399428004847,RPS28P7|CDKN1A|ITM2C|IL4R|TCEAL4,0
1578,Leflunomide,79,0.005719976034015417,0.001579156060352379,ITM2C|TCEAL4|IL4R|CDKN1A|RPS28P7,0
1634,AGI-6780,79,0.005698485299944878,0.0014674399181451836,RPS28P7|ITM2C|ERBB2|TCEAL4|IL4R,0
1852,LY2109761,79,0.005672444123774767,0.0014219019209076001,RPS28P7|ITM2C|IL4R|CDKN1A|ERBB2,0
2038,UNC0638,79,0.005646384786814451,0.0015144198723992073,RPS28P7|ITM2C|CDKN1A|ERBB2|TCEAL4,0
1268,XAV939,79,0.0056349970400333405,0.0014344311125511658,RPS28P7|ITM2C|ERBB2|IL4R|CDKN1A,0
1563,EPZ5676,79,0.005617719609290361,0.0013324007709861344,RPS28P7|ITM2C|CDKN1A|ERBB2|IL4R,0
1019,Bosutinib,79,0.005597397219389677,0.0015152888320964066,ERBB2|IL4R|CDKN1A|RPS28P7|TCEAL4,0
2174,IOX2,79,0.005590592045336962,0.0013785625489640839,RPS28P7|ITM2C|IL4R|ETV5|CDKN1A,0
1237,EPZ004777,79,0.0055558872409164906,0.0013822678611407505,RPS28P7|ITM2C|ERBB2|ETV5|CDKN1A,0
2173,PFI-1,79,0.005509333219379187,0.001555381134989424,ITM2C|RPS28P7|CDKN1A|MYC|ETV5,0
1632,Ribociclib,79,0.0054430062882602215,0.001319236117282505,RPS28P7|CDKN1A|ITM2C|ERBB2|ETV5,0
2438,ascorbate (vitamin C),79,0.005424868781119585,0.0014510249727865375,RPS28P7|IL4R|ITM2C|CDKN1A|TCEAL4,0
1821,765771,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1783,LMB_AB1,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1785,LMB_AB3,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1782,GSK2830371A,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1784,LMB_AB2,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1820,123829,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1779,GSK626616AC,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1777,GSK2276186C,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1585,BDF00022089a,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1780,GSK3337463A,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1844,776928,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1776,GSK2256098C,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1840,630600,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1839,615590,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1826,50869,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1824,123138,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1828,720427,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1829,667880,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1833,741909,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1832,729189,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1836,150412,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1834,743380,79,0.005424304399639368,0.0013986119064369792,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1998,BPD-00008900,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1999,N25720-51-A1,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2000,N27922-53-1,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2002,N30652-18-1,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2003,N29087-69-1,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1866,BDP-00009066,79,0.005421679001301527,0.0013977272892473974,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1054,Palbociclib,79,0.005404950585216284,0.0016763702066632908,CDKN1A|CHCHD10|RPS28P7|ETV5|CDKN2C,1
2112,VTP-A,79,0.005400259513407946,0.001395683584379657,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2113,VTP-B,79,0.005400259513407946,0.001395683584379657,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2149,CT7033-2,79,0.005337884649634361,0.0013948322888655306,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
2145,PBD-288,79,0.005337884649634361,0.0013948322888655306,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1047,Nutlin-3a (-),79,0.005235707852989435,0.0013872571403744241,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1009,Tretinoin,79,0.005128270015120506,0.0012959369360262976,RPS28P7|ITM2C|ERBB2|IL4R|ETV5,0
1375,Temozolomide,79,0.005064277909696102,0.0013846782024336767,RPS28P7|ITM2C|CDKN1A|IL4R|ERBB2,0
1625,RVX-208,79,0.004430918488651514,0.0013764160552616172,RPS28P7|ITM2C|CDKN1A|FADS1|ETV5,0
