gene_name,DRUG_ID,DRUG_NAME,n_test_cells,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_positive,is_known_target
GFOD3P,1720,AZD5991,133,0.009023803286254406,0.008923775516450405,0.009291993454098701,0.9624060150375939,False
GFOD3P,1730,PAK_5339,132,0.003657751716673374,0.0026399793568998575,0.0038181201089173555,0.9015151515151515,False
GFOD3P,1736,Selumetinib,133,0.00456821545958519,0.005714270751923323,0.004710502922534943,0.9172932330827067,False
GFOD3P,1739,JAK_8517,133,0.0031656213104724884,0.0032445362303406,0.003691175254061818,0.8872180451127819,False
GFOD3P,1776,GSK2256098C,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1777,GSK2276186C,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1778,GSK2110183B,132,0.0017236742423847318,0.0029947985894978046,0.002486376091837883,0.7196969696969697,False
GFOD3P,1779,GSK626616AC,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1780,GSK3337463A,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1782,GSK2830371A,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1783,LMB_AB1,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1784,LMB_AB2,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1785,LMB_AB3,132,0.0014001094968989491,0.0017731861444190145,0.0019037940073758364,0.7878787878787878,False
GFOD3P,1786,AZD4547,186,0.0008090885239653289,0.0027332017198204994,0.0023710806854069233,0.6881720430107527,False
GFOD3P,1799,Ibrutinib,168,0.0034339050762355328,0.00405931705608964,0.003932008985430002,0.8095238095238095,False
GFOD3P,1802,Zoledronate,132,0.001004364457912743,0.001967458985745907,0.0018682876834645867,0.7196969696969697,False
GFOD3P,1803,Acetalax,132,0.004645660053938627,0.006639835424721241,0.005603485275059938,0.7424242424242424,False
GFOD3P,1804,Acetalax,132,0.005609460640698671,0.008599590510129929,0.006961909122765064,0.7196969696969697,False
